,Run No,Loss,Reg. Loss,Repeat,TS47,TS49,TS16,TS12,Cl*,H*,CH3CH2*,CH2CH2*,ClCH2CH2*,ClCH2CH2Cl*
97,98,99.99997122875548,0.0,0,-3.9017925279253944,18.03350998153818,-15.317579278265626,-22.398792817352163,-26.993657193212588,0.8061614079167683,-0.5896792120194121,-14.900428649901663,10.831736633183333,5.50065616163252
98,99,79.60684296389162,0.0,0,-36.35410161081865,-3.527812596401951,-30.168857113886187,30.2512092927021,4.367042539057763,28.290066663533082,30.479279691728067,18.99844958049995,37.87254390195652,21.547990472108644
99,100,99.99999999859718,0.0,0,18.606479384430827,-36.550531117177755,13.241981467331968,-23.716245099507482,-28.699053319398164,-26.79106782880328,19.081009213584565,22.202452451531293,-31.26915381153171,-30.477055788446066
100,101,99.99999999999997,0.0,0,35.922946105550935,28.48770716413003,22.26785863995022,-4.6638482836938095,-6.0798671016894374,-38.84215733459846,-15.536066539862361,-11.829460738305507,25.391895026819668,23.492033023096106
101,102,99.84484535067142,0.0,0,-3.1396862406511232,2.421645464129597,24.56705293872568,-24.901745122917,-31.06210533892668,3.4383929542452165,35.6324866343771,14.73318725753483,29.82079801086168,5.660392293311858
102,103,99.99990670331817,0.0,0,-7.644645426241844,-30.58146127359185,-13.038711811157661,16.77328093527467,-23.01656647451663,-18.5469536732888,-8.45700620036656,-38.28255434065053,-33.61199200436467,37.94685571999963
103,104,99.99916766747027,0.0,0,4.528394549809782,-36.02020429651717,-12.517217501900497,0.3050528381780424,-35.57359993091117,2.612515124192427,18.349329253614698,22.69677581018243,16.415145035088166,23.976405306727564
104,105,96.4040435232672,0.0,0,-38.760661266466784,-8.921694314291262,-6.732023714313094,-3.619698628775595,-2.3233297044360413,-4.60483962432815,-11.668745855707392,37.341071730900694,-12.182733427904758,-26.386171512051348
105,106,99.85747890743392,0.0,0,-26.053356690333395,-28.091646435799245,4.688521337674629,28.39417796597793,-7.030140353627459,-13.29632158027314,-36.038648191775096,12.639528356249372,-11.861720471529797,-10.07892419214668
106,107,99.99999997589171,0.0,0,13.284308376834808,-3.6355923041372122,-22.18454908696946,-35.32127273540404,-38.35870959736894,6.1564396492427065,-29.120572044629153,1.0624806190976415,-30.86210622184311,-34.501151342905125
107,108,99.99997040233167,0.0,0,1.220364953406758,-16.10670197290943,37.2876615223029,18.90786188046362,-25.21010385165797,-16.320420830629175,19.57326230512929,32.1519057732136,-14.944712515751867,-18.658797565783267
108,109,99.99998607863773,0.0,0,32.69519819856154,-32.71593039603407,23.234901009548793,-22.610398429375124,-8.292539950437508,34.61587167806451,-20.913248534547325,13.99183606974377,-0.4503496257607935,-4.932617532964208
109,110,98.6363847897512,0.0,0,-18.87326595648335,1.2940287456364103,-5.746610394951034,5.43381890644666,24.959486217451598,28.885785948453332,13.83875540997839,39.93149314061132,10.426995737227017,11.640093857241254
110,111,99.52052132365318,0.0,0,-34.565696291416685,-22.619965301199695,10.901555448377096,-31.743373516421464,-17.331012062138505,28.71079367681095,-23.26165940678893,-39.18437808670685,20.906204806988953,24.034156055649277
111,112,99.95456551548887,0.0,0,-14.36795854247758,-13.303968982736372,-4.501198068388021,7.676335745307398,-18.96175682655894,23.106073582693405,13.191469122063346,-13.982061866164365,-2.3933137643691964,32.70868739296618
