,Run No,Loss,Reg. Loss,Repeat,N2(T),N(T),TS4_N2(T),N2(S),N(S),TS4_N2(S)
0,1,0.4627991881958845,0.014267724510605255,0,-18.418319718163104,-7.928849939843893,15.960026652117747,19.019892743550415,14.986463678863451,9.2927943310929
1,2,0.5874928175280877,0.004262393098157044,0,-17.06073033369131,3.1430263466699984,0.5998828446399216,-0.046879937135486216,2.687761657128739,2.036077469676812
2,3,0.1394668011477925,0.010969575312878772,0,-8.949632881884868,-13.47385778199487,19.558977191270912,-10.069475298432128,7.813370598243846,-5.952138125445984
3,4,0.332868708295759,0.008399029693483561,0,3.847922799081033,-18.20591903060927,12.300945784810473,-8.428219289413478,0.5441824036817096,-7.066988853305425
4,5,0.06726131171387886,0.008609319393509665,0,0.15299463060450336,6.3406174034699525,17.75648321242955,10.848606967547578,6.28203301150463,-10.27518113550176
5,6,0.4283899748496877,0.012013665802158865,0,16.826607624508505,-19.039567342077124,-9.307510722839606,-10.999807580073377,10.40947359415837,5.49902794929622
6,7,0.0489766354173465,0.010564849922970134,0,-0.9734294776466328,-15.73586468122016,11.408320311987225,-12.622446286702644,13.669767659427102,-8.979271120837032
7,8,1.1883011895377984,0.01159449916720416,0,12.05940250472635,-10.887165770803502,-5.740799789696339,-16.439376653095465,-6.600062054738551,17.840188230164735
8,9,0.7227800524080419,0.008840049085228332,0,-13.202204221555933,-16.162510084812073,-0.7625450801716056,-17.94824435466219,-2.763321892805287,-2.201468877362874
9,10,0.417472651090956,0.009681714170930783,0,-10.292741343914127,12.143325505474792,-14.553274384840297,15.795771735320045,1.768859869029459,-3.53631218700599
10,11,0.3474560824191767,0.008358227479110284,0,-13.498147796938616,14.623035106667032,-1.4889252117255865,3.4978134877224,-4.128797446282821,-12.91264582532525
11,12,0.13317061801706817,0.010898633858310015,0,-4.448273806373615,17.1053078660669,6.338501584614992,2.156193218160965,18.75511311257126,-16.588413562072333
12,13,1.2044402085145616,0.009854336005890817,0,18.141772615537775,-6.114592016240577,3.8780468678930617,6.564032714061977,-12.410830514732702,12.016741306878828
13,14,1.208631521413758,0.00943768973112981,0,-15.812817415206355,-4.646814517255589,1.3371604360415468,-14.708984565707471,-19.804325478910517,0.316035973657371
14,15,0.5007789304293965,0.008666355441719712,0,6.693173511786394,-9.159961903842298,8.165564420159882,0.7711861525161758,-9.455205995875872,-17.753040666137654
15,16,0.379916536813076,0.008596228266507716,0,8.73709597158102,2.0982393155630454,-3.4697642173526226,-19.596889903157546,12.746289309405526,4.929090881986532
16,17,0.524580321018652,0.011306351528633646,0,5.4213335636294175,19.660445907875335,-11.975615630207745,-14.614593622356157,8.781012361944384,7.385108085788868
17,18,1.0890334497887548,0.011817923964638028,0,10.081373625674278,-12.771856499993264,-14.932340575099285,16.024768269569883,-0.4487446695754045,16.64846014791604
18,19,1.1447886716388296,0.009800493381716725,0,-19.44397066039657,-2.9234782817206337,-17.296816542402766,-4.551259945997344,-10.681518548124673,3.9059163116583484
19,20,1.2233898037196094,0.013965198197603708,0,19.401264292157194,15.44181190303101,10.400843563574153,-6.114427640630797,-18.107740647462272,14.325101138766797
20,21,0.8859184523855189,0.007404071427457301,0,-3.814298203665654,5.329763800601974,-10.529031991229811,4.182847666171835,5.243460617382883,15.325026285691642
21,22,0.09632081936566665,0.011625972969191052,0,4.921195890022567,11.662828856982912,16.20905519286145,-3.779527737177421,18.106326958994394,-15.076903179107582
22,23,0.7901788124788873,0.012570189204810919,0,11.818055806079236,6.701614649170292,-19.99984750024354,6.994948090137392,10.746556919349612,19.160112263885473
23,24,1.2104439822147528,0.008467164051396529,0,2.537839360749672,9.122707856479472,4.229787344460437,9.643965698454693,-14.440226107247241,10.828457940987647
24,25,0.5381817813639874,0.012283642932572624,0,14.927239308145758,18.09180191611531,-18.13764336769244,-1.8351037239258545,-7.2142592841289535,-13.49580999542745
25,26,0.7233612393064514,0.005720384969887656,0,13.429299039585985,-1.698669352866066,-4.073873658678915,12.95065197384357,-1.6654100879635507,-0.5044057063878391
26,27,0.8437330501704601,0.01239627639506117,0,-11.084665429757889,-0.13881837573858036,14.090800615893258,13.604390979547986,-15.582101095787676,-19.876881873641604
27,28,1.0986449674391712,0.010735857945355252,0,-1.665583862485125,-9.614294228731348,6.704408650694393,18.65148820588327,-16.776926930177165,-11.002445794160213
28,29,1.1683999506552172,0.006956120261676784,0,-6.5302207615629,1.2659856782760954,-7.234509859343984,-7.804361900125587,-9.051162511999921,9.850480858752228
29,30,0.14021432755975977,0.009729092381894722,0,-7.34456912095955,9.358196385830588,-12.056147293132664,8.372244905348186,16.093362858292302,-5.150033727805017
30,31,0.046972320393107864,0.005978627522786459,0,-1.2365188598632812,0.2859954833984375,8.647727966308594,-0.9982585906982422,12.167591094970703,-12.535673141479492
31,32,0.042298043089828694,0.006364444255828857,0,-1.2124271392822266,1.0885963439941406,10.48061752319336,-1.2892837524414062,11.902912139892578,-12.212828636169434
32,33,0.19441919478489125,0.008431470235188804,0,2.677610397338867,0.8840274810791016,20.0,-2.1244258880615234,7.041742324829102,-17.86101531982422
33,34,0.08236462904911779,0.00757373364766439,0,0.48552513122558594,-1.6892738342285156,16.361846923828125,3.6731929779052734,15.664974212646484,-7.567588806152344
34,35,0.044100112005803146,0.00885090764363607,0,-1.4852333068847656,18.300701141357422,7.496299743652344,4.967548370361328,10.544261932373047,-10.3114013671875
35,36,0.037412556132913326,0.008087716261545815,0,-1.650930404663086,4.129451751708984,6.89661979675293,-11.508788108825684,14.85097885131836,-9.48952865600586
36,37,0.04395624874170267,0.010040424029032387,0,-11.843222618103027,9.615888595581055,12.393959045410156,5.503711700439453,10.45732307434082,-10.428439140319824
37,38,0.05321861325198069,0.00629769213994344,0,-2.625272750854492,4.722866058349609,8.866415023803711,-1.4654350280761719,10.888788223266602,-9.217375755310059
38,39,0.010400022534532115,0.011206186930338539,0,-8.696741104125977,-3.780965805053711,14.834457397460938,-12.62557601928711,16.305126190185547,-10.994255065917969
39,40,0.014459636512622406,0.011760950406392415,0,-9.592877388000488,-9.785804748535156,4.576663970947266,-15.88098430633545,20.0,-10.729372024536133
40,41,0.022649943808836854,0.01251492802302042,0,-3.0421276092529297,-6.997161865234375,14.657451629638672,-20.0,20.0,-10.392827033996582
41,42,0.03942692630232218,0.01224465338389079,0,-8.952295303344727,-6.603826522827148,7.81700325012207,-20.0,17.364212036132812,-12.730583190917969
42,43,0.07506925404055728,0.013175976435343422,0,-14.729063987731934,-8.575505256652832,13.08209228515625,-15.019790649414062,19.463153839111328,-8.18625259399414
43,44,0.007998263992131174,0.010027019182840985,0,-2.7328224182128906,-7.672015190124512,7.418272018432617,-11.107547760009766,19.626327514648438,-11.605130195617676
44,45,0.04293282632251872,0.011337280432383225,0,0.7162570953369141,-14.066887855529785,-7.202449798583984,-16.479473114013672,20.0,-9.558614730834961
45,46,0.011479229705387676,0.010091695467631018,0,-4.69643497467041,-5.515895843505859,8.260650634765625,-12.894659042358398,18.439247131347656,-10.743285179138184
46,47,0.02293194045824197,0.013300093015034993,0,-5.319416046142578,-20.0,9.144538879394531,-13.088512420654297,20.0,-12.248090744018555
47,48,0.012623773684956367,0.011244949817657465,0,-3.3019027709960938,-5.286398887634277,20.0,-11.283869743347168,16.10546875,-11.492058753967285
48,49,0.028338654225090014,0.011575098832448328,0,-11.477216720581055,-14.354222297668457,-7.012604713439941,-4.136471748352051,20.0,-12.470077514648438
49,50,0.027029386481239964,0.011012604713439945,0,-8.573274612426758,-6.877079963684082,8.524341583251953,-9.68472957611084,20.0,-12.416202545166016
50,51,0.008369323753916929,0.010419104735056564,0,-4.294284820556641,-13.520695686340332,2.095317840576172,-11.617515563964844,20.0,-10.986814498901367
51,52,0.08826630375997507,0.013052396456400554,0,-10.094736099243164,20.0,-5.612066268920898,20.0,8.702072143554688,-13.90550422668457
52,53,0.02468159500563549,0.011707247893015542,0,-5.781406402587891,8.199102401733398,20.0,-12.052372932434082,13.528369903564453,-10.682235717773438
53,54,0.004906504241149226,0.010988494396209712,0,-3.0902023315429688,-11.287867546081543,8.110542297363281,-13.6590576171875,18.73125457763672,-11.052042007446289
54,55,0.0438191841666965,0.014591120560963951,0,-20.0,17.20269775390625,-20.0,-3.4636154174804688,14.256927490234375,-12.623482704162598
55,56,0.020413188364582373,0.012739684422810873,0,-10.310988426208496,5.6623077392578125,-20.0,-8.319986343383789,20.0,-12.144824028015137
56,57,0.032769570203736414,0.01011447811126709,0,-9.357380867004395,-0.3797454833984375,-20.0,-2.2030372619628906,16.368385314941406,-12.37831974029541
57,58,0.004318448886028337,0.01420116074879964,0,-20.0,-4.298123359680176,-20.0,-10.228632926940918,19.389751434326172,-11.290456771850586
58,59,0.003967596426508043,0.011538558324178057,0,-16.620895385742188,-0.376556396484375,-13.62054443359375,-8.93028450012207,18.420734405517578,-11.262334823608398
59,60,0.004393779166651616,0.012537846565246584,0,-20.0,1.9290733337402344,-20.0,-2.6029930114746094,19.444469451904297,-11.250543594360352
60,61,0.01741648173065779,0.012599528948465987,0,-17.156415939331055,-1.664794921875,-20.0,-6.821506500244141,19.385963439941406,-10.568492889404297
61,62,0.03778097015635418,0.01299386707941691,0,-20.0,0.70245361328125,-18.180551528930664,-7.119562149047852,19.161754608154297,-12.798880577087402
62,63,0.03238425212944183,0.008221034049987797,0,-11.820005416870117,-2.642393112182617,-2.121335983276367,-5.633383750915527,14.886089324951172,-12.222996711730957
63,64,0.04872660029340794,0.008271927197774252,0,-10.93191146850586,1.1915416717529297,-2.5383033752441406,-5.8863115310668945,16.084484100341797,-12.999011039733887
64,65,0.029681191901487065,0.007834921836853028,0,-9.73819637298584,-0.39054107666015625,-2.1792259216308594,-6.51120662689209,15.973392486572266,-12.216968536376953
65,66,0.0058477342389666965,0.007642918268839516,0,-10.776206016540527,0.5750274658203125,-1.0034217834472656,-4.85599422454834,17.475372314453125,-11.171487808227539
66,67,0.015963822299805915,0.008279256025950114,0,-6.571141242980957,0.3289203643798828,-4.251800537109375,-10.51937484741211,16.314708709716797,-11.689590454101562
67,68,0.014471155826349278,0.007720801512400312,0,-14.323385238647461,-1.2651386260986328,1.4099769592285156,-0.7283039093017578,16.91602325439453,-11.681981086730957
68,69,0.0272814733502353,0.008424483458201092,0,-9.309282302856445,1.7696857452392578,-2.335041046142578,-8.682498931884766,18.361793518066406,-10.08859920501709
69,70,0.06489197693602113,0.008110320885976156,0,-6.167855262756348,-4.448963165283203,-3.8709335327148438,-5.186830520629883,15.399253845214844,-13.588088989257812
70,71,0.005896846599191987,0.00951357920964559,0,-17.691511154174805,4.655895233154297,2.343616485595703,-3.7060699462890625,17.617088317871094,-11.067294120788574
71,72,0.04500288071970119,0.007496277332305907,0,-9.802053451538086,0.35726165771484375,-0.5126991271972656,-5.208416938781738,19.64678192138672,-9.450450897216797
72,73,0.05972399511243095,0.010525934378306071,0,-14.514366149902344,5.147150039672852,-1.7742881774902344,-13.171438217163086,15.189659118652344,-13.358704566955566
73,74,0.02998679964692112,0.00894717423121134,0,-13.232315063476562,-6.114015579223633,3.851390838623047,1.8764228820800781,16.34548568725586,-12.263415336608887
74,75,0.006136300624012688,0.006868244171142577,0,-1.6983757019042969,-3.388853073120117,-2.80413818359375,-4.7542619705200195,17.47571563720703,-11.088120460510254
75,76,0.03109260863340663,0.007481878280639649,0,-7.672126770019531,-4.453526496887207,0.24271774291992188,-5.513603210449219,17.173866271972656,-9.835429191589355
76,77,0.02555140979779184,0.010129513581593828,0,-7.000486373901367,4.607610702514648,-5.244396209716797,-13.649606704711914,20.0,-10.274981498718262
77,78,0.05883464673042253,0.009342027028401695,0,-17.34084701538086,3.5229148864746094,-1.2796707153320312,3.8854618072509766,16.57245635986328,-13.450811386108398
78,79,0.04708064355188647,0.008317630132039391,0,-2.2344093322753906,-1.2518386840820312,-5.161548614501953,-12.42375373840332,15.917572021484375,-12.916658401489258
79,80,0.03905728373863491,0.006897605419158934,0,-5.419567108154297,-4.2084455490112305,-0.10071754455566406,-1.9370651245117188,20.0,-9.719837188720703
80,81,0.03155519067561503,0.010207201321919762,0,-14.779263496398926,7.698223114013672,1.5269355773925781,-9.567938804626465,17.802562713623047,-9.868284225463867
81,82,0.06601184146823014,0.011680465380350743,0,-15.436901092529297,-8.900909423828125,-2.415372848510742,-12.851287841796875,16.72601318359375,-13.752307891845703
82,83,0.0250502402534803,0.006666944185892744,0,-3.7038612365722656,-1.5323925018310547,2.3499279022216797,-5.436735153198242,16.90589141845703,-10.072856903076172
83,84,0.05256517863883043,0.009164438247680661,0,-5.185844421386719,9.809951782226562,-8.01994800567627,-3.826601028442383,15.08425521850586,-13.060029029846191
84,85,0.007927272907434326,0.009600435574849447,0,-10.82916259765625,-5.891789436340332,12.42862319946289,-0.1948699951171875,16.92458724975586,-11.33358097076416
85,86,0.07019271091248132,0.009476622899373377,0,-14.122527122497559,-4.7063751220703125,-1.5273704528808594,-8.075607299804688,20.0,-8.427857398986816
86,87,0.030949468544255294,0.007571803092956544,0,-0.9238910675048828,-9.978903770446777,4.766569137573242,-0.8136329650878906,16.62112808227539,-12.326693534851074
87,88,0.034073992730184396,0.009941355387369791,0,-14.986577987670898,1.0441417694091797,13.004966735839844,-2.91461181640625,15.35995101928711,-12.337882995605469
88,89,0.07427602022475156,0.009894959926605223,0,-7.381242752075195,-2.778179168701172,-11.27721881866455,3.6140613555908203,20.0,-14.31905746459961
89,90,0.014186723873329952,0.007694465160369871,0,-4.795000076293945,-0.6374835968017578,3.8120174407958984,-10.531844139099121,15.489238739013672,-10.901206970214844
