,N2(T),N(T),TS4_N2(T),N2(S),N(S),TS4_N2(S)
104,6.959,-4.629,-16.88,-11.971075057983398,15.541191101074219,-10.823417663574219
105,6.959,-4.629,-16.88,-15.030099868774414,17.50391387939453,-10.853545188903809
106,6.959,-4.629,-16.88,-19.38292694091797,16.787906646728516,-11.920970916748047
107,6.959,-4.629,-16.88,-0.7298240661621094,14.072998046875,-10.238052368164062
108,6.959,-4.629,-16.88,-3.6929931640625,18.05770492553711,-12.00074291229248
109,6.959,-4.629,-16.88,15.353008270263672,12.090354919433594,-11.531730651855469
110,6.959,-4.629,-16.88,15.85788345336914,16.59368896484375,-9.92130184173584
111,6.959,-4.629,-16.88,16.016830444335938,-4.929922103881836,-18.67933464050293
112,6.959,-4.629,-16.88,17.397533416748047,17.25336456298828,-10.953700065612793
113,6.959,-4.629,-16.88,19.398487091064453,16.978992462158203,-5.447707176208496
114,6.959,-4.629,-16.88,3.5973892211914062,13.721515655517578,-11.241748809814453
115,6.959,-4.629,-16.88,15.530891418457031,19.80413055419922,-19.66582489013672
116,6.959,-4.629,-16.88,16.899017333984375,19.00768280029297,-11.948348999023438
117,6.959,-4.629,-16.88,-14.985095977783203,8.41110610961914,-17.747737884521484
118,6.959,-4.629,-16.88,-7.541351318359375,15.500831604003906,-11.061107635498047
119,6.959,-4.629,-16.88,-15.698755264282227,18.376201629638672,2.959440231323242
120,6.959,-4.629,-16.88,12.72873306274414,14.74832534790039,-10.762998580932617
121,6.959,-4.629,-16.88,-16.89867401123047,13.831809997558594,-9.363195419311523
122,6.959,-4.629,-16.88,16.739349365234375,17.999797821044922,-10.093208312988281
123,6.959,-4.629,-16.88,15.001060485839844,12.923431396484375,-10.507688522338867
124,6.959,-4.629,-16.88,8.598072052001953,19.915130615234375,-12.089372634887695
125,6.959,-4.629,-16.88,2.375934600830078,18.671085357666016,-10.56633472442627
126,6.959,-4.629,-16.88,-5.377693176269531,9.000679016113281,-9.829660415649414
127,6.959,-4.629,-16.88,-1.5127105712890625,18.418724060058594,-11.055174827575684
128,6.959,-4.629,-16.88,-13.103421211242676,-7.166757583618164,-19.88558006286621
129,6.959,-4.629,-16.88,14.360260009765625,7.744209289550781,-15.581843376159668
130,6.959,-4.629,-16.88,18.26644515991211,14.362438201904297,-11.078155517578125
131,6.959,-4.629,-16.88,-14.07999038696289,2.293203353881836,-8.840078353881836
132,6.959,-4.629,-16.88,-19.737350463867188,18.759777069091797,-12.10750961303711
133,6.959,-4.629,-16.88,-13.066035270690918,7.94944953918457,-13.397409439086914
134,6.959,-4.629,-16.88,12.511920928955078,19.629535675048828,-10.710789680480957
135,6.959,-4.629,-16.88,17.167034149169922,12.210437774658203,-9.832063674926758
136,6.959,-4.629,-16.88,9.309206008911133,14.991905212402344,-10.287079811096191
137,6.959,-4.629,-16.88,-0.039524078369140625,18.202133178710938,-11.853042602539062
138,6.959,-4.629,-16.88,-11.164888381958008,15.333976745605469,-12.315040588378906
139,6.959,-4.629,-16.88,19.251922607421875,13.58047103881836,-8.309931755065918
140,6.959,-4.629,-16.88,16.002761840820312,19.846569061279297,-3.558198928833008
141,6.959,-4.629,-16.88,-6.582030296325684,13.644969940185547,-10.796195983886719
142,6.959,-4.629,-16.88,-3.7461204528808594,19.956768035888672,-11.599132537841797
143,6.959,-4.629,-16.88,15.264350891113281,10.459514617919922,-8.812685012817383
144,6.959,-4.629,-16.88,6.699668884277344,18.115665435791016,-11.501704216003418
145,6.959,-4.629,-16.88,-7.419364929199219,17.74478530883789,-10.857964515686035
146,6.959,-4.629,-16.88,-18.74241828918457,17.685176849365234,-10.094603538513184
147,6.959,-4.629,-16.88,0.3043861389160156,11.634313583374023,-11.243209838867188
148,6.959,-4.629,-16.88,-2.4803695678710938,12.988655090332031,-9.391255378723145
149,6.959,-4.629,-16.88,-15.815733909606934,17.92420196533203,-10.410567283630371
150,6.959,-4.629,-16.88,-17.27291488647461,11.746307373046875,-10.152198791503906
151,6.959,-4.629,-16.88,-14.739439964294434,18.199966430664062,-5.107261657714844
152,6.959,-4.629,-16.88,-11.84831714630127,18.439620971679688,-11.005847930908203
153,6.959,-4.629,-16.88,16.837936401367188,15.491168975830078,-11.990636825561523
154,6.959,-4.629,-16.88,13.460029602050781,19.088027954101562,-11.280600547790527
155,6.959,-4.629,-16.88,-19.14006233215332,8.94744873046875,2.5467090606689453
156,6.959,-4.629,-16.88,-6.190530776977539,15.836578369140625,-9.765962600708008
157,6.959,-4.629,-16.88,-2.7528610229492188,17.281356811523438,-9.998090744018555
158,6.959,-4.629,-16.88,-19.79585838317871,18.09796905517578,-10.273438453674316
159,6.959,-4.629,-16.88,-9.767549514770508,15.776138305664062,-11.152711868286133
