,Run No,Loss,Reg Loss
0,1,7.782097181483125,0.342471850448784
1,2,3.8303900918499294,0.3662779111512349
2,3,32.41495008746278,0.3860294038555183
3,4,32.16971526064716,0.3303345744623954
4,5,7.594568778745601,0.26459557942031997
5,6,3.1615764859726183,0.3178570480606559
6,7,32.38736354558334,0.3685173044216333
7,8,2.2876020272290103,0.38857869599644107
8,9,2.240653475815386,0.35675230033704314
9,10,1.2043630682414677,0.3513218973012926
10,11,32.03532027850139,0.377627279395979
11,12,19.52030869814363,0.35056951796341995
12,13,4.142175143771081,0.38125452607007837
13,14,1.3292244771570534,0.337290918585711
14,15,15.318547925851536,0.32743693144065716
15,16,31.983183290254576,0.3249709142892399
16,17,32.074306656953546,0.36297219999704194
17,18,26.316029446974618,0.269608470151426
18,19,26.45342251587913,0.4080099877198075
19,20,28.819404738827856,0.2917568671202393
20,21,30.66783844297663,0.308472014585831
21,22,28.595051509584607,0.359230877866361
22,23,14.105995268429991,0.3704696672971719
23,24,7.301628092797808,0.3232637671857706
24,25,5.723102892813089,0.3719184305860469
25,26,15.356518751089224,0.2586868822815216
26,27,5.013843883835408,0.256389368877632
27,28,4.401669563633963,0.326372020729035
28,29,13.585831735008316,0.4116965967401724
29,30,7.775630835297625,0.42924941032044794
30,31,25.60040657843405,0.34585649451907563
31,32,23.507364158315042,0.3377890451137871
32,33,24.508805985152073,0.2640355680918027
33,34,26.95456364206735,0.31411707425847485
34,35,30.99965035393072,0.3624239496396326
35,36,3.579803845669121,0.31041238802650956
36,37,22.979839085390683,0.24214420570691975
37,38,2.422544530441955,0.3555787374169321
38,39,25.072497819198507,0.3034311766825226
39,40,22.75196668344781,0.3643785502325169
40,41,28.901442112625407,0.254543437980014
41,42,25.663180411177038,0.38582801485337775
42,43,10.661300837438121,0.3701582595719338
43,44,31.32912070278332,0.2803774147360501
44,45,31.23254058164671,0.3488850578724522
45,46,32.38863309393714,0.36929268897912804
46,47,24.404574669999572,0.2920498667593278
47,48,28.597983831257512,0.2562230820769535
48,49,32.235306720498876,0.4117579384538343
49,50,3.358202422267044,0.3539846411778397
50,51,11.13271583906458,0.339346990465903
51,52,31.42635317879171,0.34839375873555223
52,53,25.318245210190685,0.3072203329784085
53,54,23.36676341811461,0.29024715622253455
54,55,5.335371762246879,0.2742700473057203
55,56,29.702092937608246,0.25813834106626554
56,57,29.096355076585642,0.4443726777856428
57,58,7.422485852131044,0.2886033537082215
58,59,4.36828173300828,0.33463175983948695
59,60,21.344245639844697,0.2514448467346259
60,61,1.0035481779032063,0.3391284083532458
61,62,1.254968938964379,0.33557565826618735
62,63,1.1469452268493394,0.4212795909253335
63,64,0.6959433402457013,0.34883416035440534
64,65,2.1394754768137694,0.39360346999192947
65,66,7.046211721628435,0.3442539085877626
66,67,0.9006688152832207,0.4030461927159524
67,68,0.8191413045506702,0.3333703898639423
68,69,1.016519970357294,0.3633518294885385
69,70,0.9376139649481884,0.4351272819610397
70,71,0.5982780564949439,0.38201970490247933
71,72,0.7378984403315377,0.4114733351278209
72,73,0.5942568285210376,0.37207642956416004
73,74,2.0357449063933526,0.3444286837203796
74,75,0.7666293189411617,0.3517929417993938
75,76,0.6384164453076886,0.4070440900042089
76,77,2.346727034734817,0.42860056735128643
77,78,1.0272064390618365,0.44066731131316883
78,79,1.0053277499173787,0.39376745444017136
79,80,1.08904252549981,0.4410567658699161
80,81,0.69265724157234,0.4176251844956265
81,82,1.147786797051309,0.30388293884269907
82,83,0.9815208284135248,0.3972071015984874
83,84,1.4110217964037026,0.33091510801699847
84,85,1.5677062203823204,0.37148601692546424
85,86,0.4130197591741762,0.3448115667868884
86,87,17.217414967962984,0.47299631480951
87,88,4.055773617767671,0.39482373806007953
88,89,0.6309254441840029,0.33119699271644104
89,90,0.7729387311069762,0.3718385520175282
90,91,2.540221851247242,0.3471096466604756
91,92,1.6754618612555716,0.37934992559893643
92,93,0.4509171601712692,0.4194656135835546
93,94,2.5466786280655866,0.4180054579066743
94,95,1.6554013982265046,0.291922702869189
95,96,2.275725391153028,0.3552460487005521
96,97,1.2385406513057569,0.36638497887519217
97,98,4.839452938191062,0.36689845210881483
98,99,1.5659800928519056,0.39659812557027
99,100,0.5910158342657919,0.4192118176572995
100,101,0.517323184766004,0.3558240536962471
101,102,2.9902287130868834,0.4030527579127276
102,103,5.6097606799613855,0.37469958739623177
103,104,6.496763447613908,0.4675934770612695
104,105,0.5984794045894282,0.35849086825276705
105,106,0.39936307985153624,0.3882422056519947
106,107,1.2571613822522814,0.4161305569122848
107,108,0.8154787160655012,0.3142107625833734
108,109,1.1624191892431393,0.354653307781244
109,110,1.3840981157770924,0.3611776734901257
110,111,0.9715556182362879,0.38341457979270566
111,112,5.203852066884827,0.3842948582881721
112,113,0.5025253655573965,0.40158299731020414
113,114,4.056224121744593,0.39668401567178146
114,115,0.9703702471066366,0.3199346431842736
115,116,7.163472932355929,0.45413872867261446
116,117,1.1242936673892063,0.4143226203262363
117,118,6.449252977372369,0.38047438733802963
118,119,0.6704339042373532,0.34079735567783104
119,120,9.181286305954742,0.3770312410789867
120,121,0.6979049837739759,0.3571062040352857
121,122,1.2698965584877229,0.3713509058033819
122,123,0.9688673442746564,0.39890997383230026
123,124,0.9725822964933075,0.3585906025348313
124,125,1.1483062464030243,0.38173588837148265
125,126,0.6276431646240925,0.35086143529232894
126,127,1.7207145479775487,0.2901750555792614
127,128,0.48169744762526506,0.35040211937315713
128,129,7.417786667916467,0.38209058051820405
129,130,4.711673073416251,0.35995279066863956
130,131,0.8793385296154246,0.3906644151100618
131,132,5.4407914604967855,0.30897612000492675
132,133,1.2745365267139546,0.4317766349709062
133,134,2.9225975413443925,0.3394544138797246
134,135,0.6434800770891118,0.38949536076761
135,136,1.2451634998476058,0.3664548506096037
136,137,0.7317958183680376,0.3403011030221325
137,138,1.0414018903867321,0.35212289516855616
138,139,1.60647863853024,0.3604654329009449
139,140,1.9282263309705245,0.3831925897297984
140,141,5.46511392390617,0.39065813539243444
141,142,0.8425264149098044,0.3242350761128742
142,143,0.8082205738884191,0.3677571766497928
143,144,1.8573786438009996,0.3409226437121726
144,145,0.7969812813188804,0.3591953130010676
145,146,0.377311121917878,0.355515716326285
146,147,0.9553495042024721,0.41001240215141904
147,148,1.2815735674426516,0.30413386681492227
148,149,1.259650349124557,0.3044280195310278
149,150,0.7311148064199819,0.39393859071443477
150,151,1.2262958120780998,0.3662347992503657
151,152,4.345370267871896,0.3733691964086023
152,153,0.4896187814510531,0.378745426003435
153,154,1.3853895716960896,0.391546455476879
154,155,0.6496858133096007,0.39260034617600476
155,156,10.541160263260409,0.3480677248545409
156,157,0.9858226480700258,0.33300532276400624
157,158,0.9232696288643535,0.3378553856869437
158,159,0.8674130202992516,0.4206683526325221
159,160,0.7121437955576618,0.35145361017777554
