,0,1,2,mean,std
a,1.4981887340545654,1.0934139490127563,1.1143313646316528,1.2353113492329915,0.1860784317736579
b,99.9364013671875,100.0920639038086,99.84618377685547,99.95821634928386,0.10155845374469295
