,Run No,Loss,Repeat,a,b
0,1,1042.076004411848,0,2.146755890817113,137.56234872781891
1,2,237.17597774616567,0,4.39676747423067,90.77633468006714
2,3,1485.2695301810281,0,3.1862602113776712,153.40935020356804
3,4,2365.7392493041043,0,0.41702200470257406,14.406489868843162
4,5,2009.635135477655,0,6.204452249731518,26.046651452636798
5,6,1606.0843310279884,0,1.0001143748173449,41.84677189537596
6,7,888.0615004803991,0,5.419194514403295,66.91121454086097
7,8,438.7753113608948,0,8.417304802367127,113.7043900079352
8,9,2360.329349574798,0,7.027387593197927,183.96202978169757
9,10,2032.0480651061694,0,9.140386938595235,171.17379656891504
10,11,42.6307554477546,0,5.52410364151001,100.25862121582031
11,12,93.39507588134049,0,5.272997856140137,102.37278747558594
12,13,96.16766344865822,0,5.403420925140381,102.42654418945312
13,14,93.51060097057616,0,5.287866592407227,102.37146759033203
14,15,93.23719260568429,0,5.308899879455566,102.35322570800781
15,16,34.69277076180457,0,5.853906631469727,98.20515441894531
16,17,54.96302181200701,0,6.065219879150391,100.50140380859375
17,18,54.614720038914605,0,6.069588661193848,100.48368835449219
18,19,46.531014806446976,0,5.839702606201172,97.5887222290039
19,20,43.089666238347384,0,6.151863098144531,97.75501251220703
20,21,33.386436547565225,0,5.6777753829956055,98.25840759277344
21,22,76.9807642824754,0,9.522481918334961,96.76536560058594
22,23,28.622353557036288,0,5.188289642333984,98.4853744506836
23,24,28.313454132201656,0,4.753795623779297,98.48792266845703
24,25,28.018594393643593,0,4.678647041320801,98.504150390625
25,26,28.082362816321535,0,4.612194538116455,98.50358581542969
26,27,28.412652892503218,0,4.648132801055908,98.48649597167969
27,28,28.372866027439613,0,4.622683048248291,98.4894790649414
28,29,28.376080484657315,0,4.640889644622803,98.488525390625
29,30,28.70190560814111,0,4.588263034820557,98.4759292602539
30,31,28.787079599460135,0,4.592503070831299,98.47177124023438
31,32,27.787551409496405,0,4.697718143463135,98.51481628417969
32,33,28.509447915464374,0,4.508130073547363,98.48953247070312
33,34,28.06316426634334,0,4.596815586090088,98.50517272949219
34,35,28.37219099334156,0,4.5773210525512695,98.49174499511719
35,36,28.236912834487217,0,4.583762168884277,98.49768829345703
36,37,28.457467569184757,0,4.546566009521484,98.48953247070312
37,38,28.300223468369982,0,4.5208868980407715,98.49825286865234
38,39,28.537484125807556,0,4.602427005767822,98.48278045654297
39,40,28.64160612661627,0,4.710267543792725,98.4732666015625
40,41,28.116979457497813,0,4.511179447174072,98.50720977783203
41,42,29.039134567217097,0,4.4641571044921875,98.46886444091797
42,43,28.10160439903923,0,4.520010471343994,98.50739288330078
43,44,28.767731019944026,0,4.468770503997803,98.4806137084961
44,45,27.461689512090906,0,4.406535625457764,98.54361724853516
45,46,28.024914277697516,0,4.286371231079102,98.5279769897461
46,47,28.51459202736088,0,4.25881290435791,98.50930786132812
47,48,27.422620573302176,0,4.2160868644714355,98.56033325195312
48,49,27.479118898835456,0,4.218498706817627,98.55767059326172
49,50,28.14577353709915,0,4.226220607757568,98.5282211303711
50,51,28.29958026173035,0,4.199520111083984,98.52421569824219
51,52,28.134165577768943,0,4.156092643737793,98.53557586669922
52,53,29.77900713556448,0,4.403476715087891,98.44143676757812
53,54,27.910306687440503,0,4.098840236663818,98.55091857910156
54,55,27.768932892530913,0,4.118078231811523,98.55490112304688
55,56,27.44442892889309,0,4.168004989624023,98.5638198852539
56,57,27.79485503364821,0,4.1838603019714355,98.54729461669922
57,58,28.894189100083235,0,3.8550362586975098,98.53893280029297
58,59,28.3177968644361,0,4.282251834869385,98.51563262939453
59,60,26.915510316585788,0,4.432553768157959,98.56688690185547
60,61,28.360635088878556,0,3.915128231048584,98.55307006835938
61,62,26.356726760454553,0,3.900857925415039,98.63715362548828
62,63,29.845675188879817,0,3.6458494663238525,98.5293960571289
63,64,26.839657876601155,0,3.4502344131469727,98.67432403564453
64,65,30.613451844171735,0,2.0106778144836426,98.7518081665039
65,66,30.033508417963986,0,3.187775135040283,98.5902099609375
66,67,24.7933469220503,0,4.027017593383789,98.69108581542969
67,68,16.31883801911342,0,0.3477453887462616,99.48428344726562
68,69,15.133133396709653,0,0.0,99.56273651123047
69,70,14.784272106293294,0,0.0,99.5755386352539
70,71,15.968080248804933,0,0.0,99.5321273803711
71,72,12.272701671915529,0,0.0,99.66799926757812
72,73,8.243556627772083,0,0.0,100.38873291015625
73,74,24.43162179388206,0,0.0,100.98377227783203
74,75,39.175016337860605,0,0.0,98.68783569335938
75,76,27.532595428492083,0,0.0,101.09654998779297
76,77,6.325928395255848,0,0.9127622842788696,100.23954772949219
77,78,21.788568254384664,0,2.2556636333465576,100.58598327636719
78,79,247.3191319018966,0,10.0,88.78558349609375
79,80,386.6693079578215,0,0.0,114.10382080078125
80,81,10.302328624118417,0,0.8833109736442566,100.38703918457031
81,82,903.9063324540389,0,10.0,129.8255615234375
82,83,27.84388621994526,0,0.07772834599018097,101.10181427001953
83,84,4.257472763809898,0,1.4437114000320435,100.08771514892578
84,85,14.310115920224085,0,1.7551565170288086,100.40592193603516
85,86,139.34980970398874,0,10.0,101.30818939208984
86,87,1.7863159015432195,0,1.3457789421081543,100.00827026367188
87,88,1.989360456643266,0,0.9658217430114746,100.07616424560547
88,89,580.0565413903196,0,0.0,79.10100555419922
89,90,11.084132599287042,0,2.0300040245056152,100.2332534790039
90,91,544.2281679504579,0,10.0,77.75252532958984
91,92,15.81107124482772,0,2.2831063270568848,100.35765075683594
92,93,11.587794195950243,0,1.9888110160827637,100.26081848144531
93,94,1258.9935329999025,0,8.996894836425781,52.18247604370117
94,95,1.4819554506837653,0,1.4981887340545654,99.9364013671875
95,96,3.121186408874546,0,1.7632275819778442,99.96702575683594
96,97,2678.3697528900843,0,9.998679161071777,0.29989758133888245
97,98,20.379963746772248,0,2.4281692504882812,100.49693298339844
98,99,438.46512203939795,0,4.782434463500977,115.10002899169922
99,100,118.65955978507503,0,0.24061691761016846,104.37825012207031
100,101,2543.629656904831,0,2.7335972785949707,191.82345581054688
101,102,1029.9527651616945,0,7.6166839599609375,61.03464889526367
102,103,392.74749924735687,0,1.5596414804458618,114.14474487304688
103,104,2018.1444975849213,0,9.347871780395508,24.517059326171875
104,105,1090.2772740081837,0,6.605048656463623,59.20937728881836
105,106,337.4757740422476,0,7.552456855773926,86.21247100830078
106,107,403.6793785526662,0,2.9182701110839844,114.30125427246094
107,108,782.0881515821552,0,7.0864057540893555,70.21212005615234
108,109,1676.6921064353137,0,1.0957982540130615,160.69772338867188
109,110,412.3497967020931,0,9.56341552734375,82.7625961303711
0,1,1042.076004411848,1,2.146755890817113,137.56234872781891
1,2,237.17597774616567,1,4.39676747423067,90.77633468006714
2,3,1485.2695301810281,1,3.1862602113776712,153.40935020356804
3,4,2365.7392493041043,1,0.41702200470257406,14.406489868843162
4,5,2009.635135477655,1,6.204452249731518,26.046651452636798
5,6,1606.0843310279884,1,1.0001143748173449,41.84677189537596
6,7,888.0615004803991,1,5.419194514403295,66.91121454086097
7,8,438.7753113608948,1,8.417304802367127,113.7043900079352
8,9,2360.329349574798,1,7.027387593197927,183.96202978169757
9,10,2032.0480651061694,1,9.140386938595235,171.17379656891504
10,11,42.72489075909493,1,5.522571086883545,100.26371765136719
11,12,93.55652120702662,1,5.27217435836792,102.37913513183594
12,13,96.30348574443441,1,5.40535831451416,102.43087768554688
13,14,93.40555321604603,1,5.28603982925415,102.36823272705078
14,15,92.66777389021456,1,5.309699058532715,102.33160400390625
15,16,34.489002070649725,1,5.851632118225098,98.21781158447266
16,17,56.783568839102784,1,6.059736728668213,100.58329010009766
17,18,52.283709361696246,1,6.08945894241333,100.36884307861328
18,19,44.98091628135937,1,5.850505352020264,97.65995025634766
19,20,45.805790538427345,1,6.090672016143799,97.61534118652344
20,21,32.72999315066594,1,5.641068935394287,98.29345703125
21,22,31.935920081902342,1,5.559103488922119,98.33051300048828
22,23,32.083529203626654,1,5.504293918609619,98.31470489501953
23,24,30.788946256722852,1,5.477238178253174,98.38969421386719
24,25,31.181684163648786,1,5.408620834350586,98.35746002197266
25,26,30.731073399524533,1,5.387975692749023,98.38176727294922
26,27,31.512943395543253,1,5.341392517089844,98.33299255371094
27,28,30.699996158608407,1,5.327150821685791,98.37769317626953
28,29,30.386778689325645,1,5.35198974609375,98.39823150634766
29,30,30.576749849351074,1,5.338500022888184,98.38579559326172
30,31,30.52947466329143,1,5.336879730224609,98.38838195800781
31,32,30.34625536814371,1,5.334071636199951,98.39877319335938
32,33,30.628093344569017,1,5.350570201873779,98.38396453857422
33,34,30.317205661178015,1,5.331961631774902,98.40026092529297
34,35,30.63273069015623,1,5.402507305145264,98.38927459716797
35,36,31.38779385365242,1,4.975287914276123,98.33345794677734
36,37,30.00815700741659,1,5.272274971008301,98.41262817382812
37,38,30.004494518351372,1,5.240874290466309,98.41032409667969
38,39,23.432239833249803,1,5.118319988250732,98.84876251220703
