,0,mean,std
TS12,-18.795416973735524,-18.795416973735524,0.0
TS16,25.95163612468263,25.95163612468263,0.0
TS47,-25.240279281769592,-25.240279281769592,0.0
TS49,-26.04556439409135,-26.04556439409135,0.0
Cl*,5.961682271321237,5.961682271321237,0.0
H*,17.05714329907427,17.05714329907427,0.0
CH3CH3*,8.787084022801416,8.787084022801416,0.0
CH3CH2*,5.980156622941394,5.980156622941394,0.0
ClCH2CH2Cl*,-9.435399391870302,-9.435399391870302,0.0
ClCH2CH2*,15.100796601879757,15.100796601879757,0.0
