,Run No,Loss,Reg. Loss,Repeat,TS12,TS16,TS47,TS49,Cl*,H*,CH3CH3*,CH3CH2*,ClCH2CH2Cl*,ClCH2CH2*
0,1,977.0272888451004,0.7770345714254072,0,-22.73995033209322,-5.262848620165489,3.448019030832249,-3.8082394968725986,-24.131462218409343,-13.11467216834637,-28.31438176202574,-15.275132659519464,-27.227291629088114,-2.5024885665034162
1,2,977.8087657055022,0.8546555967309754,0,5.787056754001362,-13.131511871773036,-4.549222275811452,12.171460066690251,-28.790009308210784,-27.17850117417878,-12.684127891940552,-21.714246245000112,-21.521029903907873,19.513329111337583
2,3,976.151391490994,0.688915844339326,0,17.6042159345671,17.122492225725615,-4.130526115925434,20.098148023288886,-2.6161524991487646,-28.152594603951393,10.535842590039145,-8.740984284950102,16.96678093549985,-21.37487172377245
3,4,974.6976560482125,0.5436165620826653,0,-16.694419204318372,6.931504281540619,1.1339293199751097,-5.882015374584842,21.441481312963866,-20.013627776672692,-9.425386370310576,-4.940485056937224,24.035782667273168,-16.142657670078712
4,5,979.7736687818314,1.051215000287342,0,-28.419319616942424,-13.270337448767371,29.022015301569404,-25.774734096112073,14.660436300083163,16.78116168334131,-27.154858132278427,12.156239080135158,13.858599576725673,11.862929521355028
5,6,602.5155349025107,0.490690213248311,0,7.796066577027467,12.120557352448465,-23.034718600474132,9.53104025744495,10.814503105609091,3.9597945680723186,-1.311238960326694,10.036899120898042,-28.882138892619345,8.02279315229184
6,7,912.7449939613898,0.5294780894827584,0,20.272614664720898,20.110668789891903,1.6174505047743999,-10.969479202591543,11.14867810248041,7.307935839032254,4.113110847076079,15.917496895870087,26.421873531101376,5.783605663817234
7,8,795.0516266317888,0.9711246994361785,0,-21.07629728661758,24.804904497410938,-11.571555749385443,-26.634203820089965,20.79412373968679,12.047396412894344,-18.23846031817756,27.863587178215028,-8.949312191500042,14.665504811169662
8,9,963.0862785430484,0.4543918323240413,0,7.274499753281077,-1.7165795163786264,-8.28646193397617,27.2448768532088,7.23119504660869,2.207395013671878,-16.88551897751307,18.18765235370047,14.980507311284448,7.2982017058265924
9,10,977.68914049811,0.8452597763977044,0,-14.318615601174129,23.616247312486287,21.05478361864592,-21.586655000472128,16.984723149268156,-12.12712438592635,-14.535636007322418,13.146988403736792,-28.26731170043631,9.501827880503278
10,11,975.9773526464162,0.6725551227350706,0,-28.99612660842594,-17.45413621612777,-14.133944612694982,-23.296129635126793,-9.01122147444324,-14.038344397258925,-2.8464074243437345,-10.919468629565014,-16.627606688466585,10.964891922159538
11,12,978.5732909750798,0.9337791943134934,0,2.736413251686571,29.842879580835167,-19.404802186333818,-27.9285460479995,3.3884997748452506,-21.731509176031295,13.40373620119928,5.244118816369465,-16.091366713952382,27.030499348352244
12,13,975.2424616304888,0.6023913960880629,0,-26.985605144062102,-9.822034531710525,-13.612303621628651,-9.43045990635251,1.4448986957671934,-13.76505273743452,-12.04511797333279,-11.494476245537687,26.79942775987339,-11.120268188015523
13,14,611.3532285798468,0.6910215516200957,0,1.304062727172667,22.968533544519005,-16.519355905578827,1.6742127890032386,26.102602458732008,9.889501627798062,16.19442781742429,-5.283318737078353,-15.930860235764898,25.219568415669116
14,15,867.4244855484878,0.6724153392896477,0,27.913930711336818,-4.017252075031671,-12.250599034194007,3.5263241490500334,-0.48189069555128583,2.5933224985284298,-17.76803326993118,22.58505223757176,-29.566033916087086,4.992783177736911
15,16,969.3808302285074,0.36324212757044283,0,2.0002065865315473,19.539829313082585,7.693253294833312,-17.704393738406942,8.092431619338278,14.048575704323959,13.74988849415044,11.76899762747167,-2.6207913016849957,-9.861228917725217
16,17,968.3391975057664,0.40292754276070325,0,13.237008669927398,27.166875932958106,13.678591980526846,10.596576157184202,-6.761230446498097,-1.8019187606220086,1.7791458217057396,9.965746570305662,8.038711791544763,13.527668666000679
17,18,976.9055492057671,0.7643584264912787,0,-10.923783701741307,2.647293930265235,4.123823926650331,-13.031094611354106,-15.19821217952575,-21.577331615446482,-28.66724107095604,-19.30462353329576,-29.14244493228273,1.9882026533637784
18,19,976.8369193634818,0.7632536401732446,0,-22.528858965803224,-21.58432262002901,-18.63800225786752,-16.24389408862465,-29.17935479868447,13.434432510991186,10.192415642569422,4.098484809479665,-14.641084329763048,10.068757620687371
19,20,975.3016884465957,0.6042789879190288,0,16.79660779670789,6.531152153580678,2.6335473370100573,-8.434754492901519,0.011871445067793474,-17.604791289906448,6.881589997809478,-24.18407478446035,29.458379044205493,14.293447713266652
20,21,958.6732934526972,0.8361982680348975,0,-29.380330633233392,27.547251451489316,27.807915582295074,0.48693095881433734,8.90643630970434,16.47544791350611,18.19260646775694,1.7899692777760166,-14.349593383973833,7.64003721314787
21,22,963.5227629044293,0.5599164447370168,0,14.579027542160716,3.625795196828456,12.143867753444212,20.956343057079195,2.3299802306179416,12.27290468951118,20.83748495414507,14.043443950078206,-13.863509258046637,21.157989559276608
22,23,973.0084243764759,0.9796329028791998,0,11.85073716137753,-23.249694436572952,16.986146946630036,-27.17573130885185,3.197335488993623,26.692684230878093,-6.680072798315255,19.636061212169558,23.89582011484515,22.05817198756209
23,24,965.0219213664371,0.9845850169908523,0,25.735911178906633,17.269482786560125,-27.188016462097558,-29.0421441343097,-17.101176746820734,6.6189912139604985,-21.955713453135303,-1.157874364316239,22.532830163128814,-8.231025496352853
24,25,977.1932328981882,0.7945529918408825,0,-11.950896263962697,-12.362361147994033,19.309366891163165,13.797890426167257,23.37039092896086,24.750145658471048,-23.65428286640508,-8.853525020164135,-6.514311504809786,-21.91427623426724
25,26,973.0765095092754,0.41118021327419985,0,13.524924721431134,-21.673242647877615,-0.5410615916878179,7.533388508638794,-3.921435411000605,-9.383675203456985,19.676656062025607,-4.5511466673582035,-12.78705200331169,16.130706206532736
26,27,975.7077796741135,0.9340158256327612,0,15.907786310661528,-15.418137602269011,12.326692166847145,-24.34595834759405,-17.774757979250126,28.132028361924725,-21.63082970339446,-16.023394298287233,1.1383967809048485,25.832589799716438
27,28,975.8147113638981,0.6553763339651756,0,-21.57131539026595,-17.840044692620523,20.575839712107317,4.300479001179653,-3.0773775329265938,25.945240361959044,-16.13958065374198,-1.3796837048107662,-4.584131683408337,-20.737106597762832
28,29,962.866650983542,0.6199002444123278,0,-13.462300536410215,26.11892077762233,10.284911982060443,-15.446645082552578,25.187261691989143,2.978987904030589,-15.210232742343957,19.18758753286196,-3.9212231984289225,-3.6916057876457096
29,30,393.2706725222153,0.5904533315039722,0,22.055459008068645,5.39107799785144,-29.537315164368152,12.679445553246751,1.9211792722435703,-3.012852746678359,-5.932650800259765,3.6483116834681724,-17.320980626222003,21.25544401659574
30,31,972.6731574047599,0.7255852773480502,0,-11.569843120325562,23.91985117477575,25.556467612672456,9.37556028372694,-13.039933550844722,20.281636280570453,-1.8452167500087029,21.663983340083597,-18.6711277830486,-7.24967191918374
31,32,979.8154485740996,1.0554572382654617,0,-27.088751953201914,18.729112881654686,-23.355590172040017,16.853808477450386,-10.792054258663384,-29.42107866729923,-7.205783336074909,-12.587792663776064,-20.950029863954992,26.00704625413067
32,33,970.8402974677567,0.7649409729817791,0,-12.5894010914664,22.22637433814569,4.946917002810075,-2.998936693407778,1.179499656460564,7.099868220259573,29.697961556942026,17.089515828810136,27.330395164154154,20.02556433232128
33,34,976.9646640657336,1.0782561440871288,0,11.207947137315173,-7.775409045689564,-19.937124676777188,23.332789216286564,-23.18025131963593,20.97262225203327,28.677847750948196,-22.05002833785477,19.868684018621742,22.460616135188623
34,35,678.9542196096268,0.8708470410699881,0,-20.09654648029977,14.70939366185425,-29.759109550053697,24.649060228824005,9.040984429156126,-7.682035270378023,-16.655416961288758,20.448752795479237,-7.642339762066406,21.800392729076506
35,36,978.0123434801383,0.8776150350121164,0,-9.497587794495214,-18.428136438780477,26.257156586671158,1.523826966283984,-7.541324744302788,29.1321678277912,25.45207963950316,-3.0040819651281154,1.9532376730405652,-28.682688991899603
36,37,976.2817843046868,1.0905848826416782,0,-24.51970408330609,21.018350766688243,24.598596271527498,22.512478891191442,17.039646458042043,5.826138564879479,8.596495623700413,-20.919825253525776,22.95800523012054,29.06110213225721
37,38,968.1745303935495,0.8262702442480213,0,9.367968142039537,8.088174439964462,-4.265517780213212,-29.939533485473632,28.804337080905228,2.7384828924334172,-3.4042654389683307,16.25416898276719,20.629185783614325,26.4347085293685
38,39,939.6233661349768,0.5148040524795092,0,15.730907506924567,7.1817616064600145,-11.394849303518683,-0.1629364708124612,-17.243563636633716,-2.6469989703403662,23.148165375639593,-7.879065589530157,8.936271950978266,25.45950978647545
39,40,975.8915950619589,0.6630745294320095,0,2.5692109198472934,9.704601706346892,28.33714331444515,0.8021398006288365,0.9114536460149871,-18.48430008404216,0.43160636699276367,-26.547016088467437,20.09208679869179,17.226678806029057
40,41,976.0326844912719,0.6808301811969886,0,-9.665929993612764,-1.2483876683733754,11.894363812547525,-25.871686758210732,-28.520464632602895,12.746784627256972,-22.2499655173404,14.213207116803325,3.35009070934467,-11.54622159555747
41,42,974.7858662398203,0.5711284455378481,0,-2.045798928409063,-18.89522077286677,8.540799899655987,-3.1283840171974084,-5.7753162280370525,27.004969172072755,3.6078823024368916,-27.615395092890704,13.436835555312179,11.034900237514549
42,43,959.0166745147635,0.524853671141566,0,24.444073380230748,-0.3733585772497783,-0.603174691223014,10.760266140640638,-21.906999703687298,-1.3236315206488456,29.462985804478528,-3.5527231802679253,1.4215627801589186,4.608314846789831
43,44,977.0063132269556,0.8083418634048064,0,-20.77610858993325,14.422111488051094,15.585998617792697,-1.0154991005479204,-27.239873465463877,-5.9141338554767025,-27.489435604262848,7.999682711718187,14.278154614734142,23.436115210533373
44,45,971.8358279099182,0.2922154882585512,0,-0.08971368526532686,4.4056485240325856,15.748517611539313,5.421995194489064,-5.502561218185313,12.49027237224648,-9.991704984084699,-11.15662170247764,-20.015958697138867,-7.797580647996924
45,46,967.5980736014786,0.4258416870022309,0,-6.847839508738847,17.7970091107221,-3.8791386312662226,-0.5460690597681861,2.479743108725799,27.365488818282223,1.3939741140689392,12.838903282771923,12.864041330857262,-15.398413424761095
46,47,176.90655971733298,0.8148031529088448,0,24.78585463642809,-7.325669084655164,-20.77064152531655,-11.603815264849882,9.314201752387419,15.806926800267547,5.531807131933178,-29.68826203431085,-18.357261352474083,-20.965313965842576
47,48,973.9651221504066,0.8175888570384225,0,22.229831901784046,15.770851641968534,3.808690308342996,29.555495886241992,-18.157177572635867,29.42825586652821,9.836825511235162,-18.487894001892787,-0.47335814683870225,-2.223063621138138
48,49,916.2977998987851,0.5482817725135531,0,22.723989138772325,4.783183158001997,-20.11470504229972,-6.594904752844233,3.862259216491232,-6.921780175378643,-19.836729697634556,2.5790173617297327,0.45310240349447994,-27.250575671452562
49,50,978.0299613619507,0.8768038799340483,0,-21.309519034650712,-2.3292704425865978,6.962658769065008,25.749058374571604,-14.77113691995419,-20.853639918171538,-6.935887069200966,-27.322427871187166,-28.611081048801836,8.36214424672147
50,51,974.4684757109487,0.960511375633776,0,-18.932258394903663,15.559349095118016,-25.08442855694309,-20.747140503454617,-26.018436829499294,3.5484766859414236,-20.81814135909115,23.792100894551027,14.099512876921018,-17.1476900896334
51,52,979.1242353728328,0.9960967617175076,0,15.384620136517732,28.164710311199357,-22.20204965846726,-20.261954426367453,-16.32502481129263,-20.59381019874577,15.780415200304972,-29.93088785459139,13.67249306346001,5.342632794631967
52,53,961.4673481224886,0.8614655088793549,0,-12.154158994541586,27.712957247053332,-29.99997712503653,29.257396750549418,13.505583759506145,-14.564041140461402,10.72559238539639,2.2646958393978167,-8.475035741162898,13.697848957092027
53,54,979.0830787734283,0.9822132383431235,0,14.948584250077943,-21.83920782170027,24.941161960232215,8.494059784956434,10.21341789206577,-18.93749972430159,-26.19720968540488,21.857615917617153,26.17753662609595,-14.898851596509838
54,55,970.2241627627099,0.4181802582493887,0,9.026476298712552,11.229513767539991,17.90115266979729,12.255542546494688,-9.906104194288012,5.569525341847886,-15.027757672326642,-3.680235821875314,0.3870306231084797,-25.016279644404495
55,56,976.5735700249321,0.7864527810764514,0,-9.389817523296621,13.212523960396787,9.426048433514552,19.85727542630748,-18.975035491377664,-0.8852394261669296,25.017335753228025,-23.225415524719978,21.185645603650023,20.614452951362978
56,57,563.9545499422724,0.35561384064692103,0,24.820630943949816,-7.849414817004007,-10.660075363520082,1.8628834444781468,8.769874220146136,12.885666479607778,19.463563510070124,1.3483879050912115,0.05133219799059674,2.017078027824631
57,58,977.1535026552929,0.791580335209613,0,-19.101585639701288,0.9367420671643316,13.534018073749564,7.779128360519891,10.703424106394088,18.238918747047627,19.910427761510697,15.024383962778018,-29.920646505153865,24.33649561585959
