,Run No,Loss,Reg. Loss,Repeat,N2(T),N(T),TS4_N2(T),N2(S),N(S),TS4_N2(S)
96,97,0.21246717109595556,0.010105573807162887,0,3.8154339622041356,-19.99915233474681,-2.829206865914607,18.537715315768423,13.518497279150683,-1.9334370851926823
97,98,0.19722776478789686,0.011066560224167684,0,9.687796376217904,-19.999624124647084,-2.089995913338768,19.085546358251996,12.942108103336594,-2.5942904692137585
98,99,0.20125609759567456,0.011075454372613718,0,8.335632242812167,-19.99746490288578,-1.8773255640991948,18.61336046706761,15.186402668370999,-2.44254039044656
99,100,0.18495608275548822,0.01246328711573385,0,15.537827914236061,-19.996448041781626,-1.8978499498685295,20.0,14.238378021280894,-3.109218767235955
0,1,1.1209225352317236,0.007805291391313782,1,10.604485367092469,-7.543198407435723,-12.788285135023006,-3.8612900198238265,-10.93307899464329,1.1014104238643867
1,2,1.1209225352251373,0.007893662102706223,1,11.134709635447093,-7.543198407435723,-12.788285135023006,-3.8612900198238265,-10.93307899464329,1.1014104238643867
2,3,1.120922535230374,0.007868151378042417,1,10.604485367092469,-7.920358327807509,-12.788285135023006,-3.8612900198238265,-10.93307899464329,1.1014104238643867
3,4,1.12092253523172,0.00791186043410564,1,10.604485367092469,-7.543198407435723,-13.427699391774157,-3.8612900198238265,-10.93307899464329,1.1014104238643867
4,5,1.1209225357883175,0.007837468808145648,1,10.604485367092469,-7.543198407435723,-12.788285135023006,-4.054354520815018,-10.93307899464329,1.1014104238643867
5,6,1.1313333151779523,0.007896400382935811,1,10.604485367092469,-7.543198407435723,-12.788285135023006,-3.8612900198238265,-11.479732944375456,1.1014104238643867
6,7,1.12154531876028,0.007814469811512653,1,10.604485367092469,-7.543198407435723,-12.788285135023006,-3.8612900198238265,-10.93307899464329,1.1564809450576061
7,8,1.1097875449688772,0.007813900925672973,1,10.781226789877337,-7.668918380892986,-13.001423220606721,-3.925644853487557,-10.386425044911125,1.1197672642621264
8,9,1.0975638748360375,0.0077726511970415595,1,10.869597501269773,-7.731778367621619,-13.107992263398579,-3.957822270319422,-9.83977109517896,1.1289456844609962
9,10,1.112903799142916,0.0078818919589391,1,10.869597501269777,-7.731778367621619,-13.107992263398579,-3.957822270319422,-10.568643028155181,1.055518322870037
10,11,1.1107973987295272,0.007873700679237258,1,10.957968212662209,-7.7946383543502495,-13.214561306190433,-3.732580352496366,-10.44716437265914,1.0952914770651403
11,12,1.1072460436980764,0.007928681192043615,1,11.075795827852126,-7.878451669988424,-13.356653363246245,-3.8827416310450706,-10.285192831997756,1.093251828132058
12,13,1.1023682813613496,0.007827719068564413,1,11.232899314772013,-7.99020275750599,-12.693557096985794,-3.889892168118817,-10.06923077778258,1.0905322962212818
13,14,1.0956097020904458,0.007857950688134972,1,11.442370630665195,-7.636324313700367,-13.30139534105787,-3.8994262175504817,-9.781281372162342,1.0869062536735803
14,15,1.0811843438485218,0.007852850343181252,1,11.86131326245156,-7.494307306646796,-13.557950444075303,-3.9184943164138097,-9.205382560921866,1.0796541685781769
15,16,1.081184343850951,0.007818836043629512,1,11.15434757131206,-7.997187200475842,-13.55795044407531,-3.9184943164138097,-9.205382560921871,1.0796541685781769
16,17,1.0796483814588695,0.007809587548960101,1,11.514376395503469,-7.897076851241355,-13.38822937592531,-3.8088527479496763,-9.115398371665544,1.1335915514752397
17,18,1.0602990372188945,0.007773435343970597,1,11.836765842620316,-7.979726093051223,-13.528347932188673,-3.734367986764804,-8.388776043420723,1.1726281657778408
18,19,1.0640525494589446,0.007784357050239725,1,11.71893822743041,-7.895912777413049,-13.386255875132871,-4.0346905438622125,-8.550747584082112,1.1195972935177032
19,20,1.0521106049545883,0.007681268490165403,1,11.815491412099913,-7.817919830916415,-13.254031322039264,-3.935178902919221,-8.134570708771614,1.1304187642460004
20,21,1.0179883607227476,0.0075575621392262975,1,12.185339204223808,-7.78765391138041,-13.202720301435775,-3.9613975388562963,-7.0592596471585445,1.1490022323029718
21,22,1.0277389033762359,0.007692178303865233,1,11.975867888330626,-7.63865246135699,-14.086848656449709,-3.9518634894246345,-7.347209052778775,1.1526282748506733
22,23,1.0065070133738852,0.007720421877662646,1,12.707926497519818,-7.866034882486485,-13.9986989543873,-3.881947126925766,-6.745814721249001,1.1221090834075178
23,24,0.9466751663497034,0.007694307217973195,1,13.627090995644842,-7.933163139918918,-14.444052299881662,-3.844009555228938,-5.19883653428402,1.1186907828807788
24,25,0.9820197601507964,0.007632727422522589,1,13.247424235588463,-7.579284696113286,-13.844108058979355,-3.8964468271030883,-6.044687913293478,1.1844128040578714
25,26,0.9405111698896628,0.007525338816084632,1,13.002495535494592,-8.11049038643116,-13.939493930614049,-3.8890976639995154,-4.991123030750684,1.2193323492177695
