,0,1,2,3,4,mean,std
N2(T),-20.0,8.85491374425002,18.235091707619947,-14.121095671909183,-18.29955703675973,-5.06612945135979,15.600505502262275
N(T),-20.0,-5.876959960205037,6.890648867638861,2.1800500049102425,-20.0,-7.361252217531186,11.098037188298802
TS4_N2(T),-20.0,-6.528426194493101,-1.6718302823920472,-18.26878619275385,-3.401554207370651,-9.97411937540193,7.659232317647253
N2(S),-20.0,5.891285882378687,-19.165488421459425,19.9346075511572,15.653626540939957,0.4628063106032833,16.990449372969582
N(S),9.401596441412178,18.730743478396136,19.679099950471567,20.0,5.52417438522467,14.66712285110091,6.02315167919991
TS4_N2(S),-10.966958257432758,-11.284371373178878,-11.244247321892658,-11.460913855064053,-11.406336967184878,-11.272565554950644,0.17187611401850017
