,Run No,Loss,Reg. Loss,Repeat,TS12,TS16,TS47,TS49,Cl*,H*,CH3CH3*,CH3CH2*,ClCH2CH2Cl*,ClCH2CH2*,CH2CH2*
78,79,42.49372677297212,1.4762538437646415,0,-19.217288592584445,25.942515303634,-30.121881108316572,-27.020337299575147,32.797179607739594,38.091388877870116,-6.373479972029868,-17.46399002455974,-2.1558109991846,20.88470643351909,22.421701694348844
79,80,42.49372677288476,1.4762538436772903,0,-19.217288582584445,25.942515303634,-30.121881108316572,-27.020337299575147,32.797179607739594,38.091388877870116,-6.373479972029868,-17.46399002455974,-2.1558109991846,20.88470643351909,22.421701694348844
80,81,42.49372677309003,1.4762538438825623,0,-19.217288592584445,25.942515313634,-30.121881108316572,-27.020337299575147,32.797179607739594,38.091388877870116,-6.373479972029868,-17.46399002455974,-2.1558109991846,20.88470643351909,22.421701694348844
81,82,42.493726772835196,1.4762538436277237,0,-19.217288592584445,25.942515303634,-30.12188109831657,-27.020337299575147,32.797179607739594,38.091388877870116,-6.373479972029868,-17.46399002455974,-2.1558109991846,20.88470643351909,22.421701694348844
82,83,42.49372677284929,1.4762538436418216,0,-19.217288592584445,25.942515303634,-30.121881108316572,-27.020337289575146,32.797179607739594,38.091388877870116,-6.373479972029868,-17.46399002455974,-2.1558109991846,20.88470643351909,22.421701694348844
83,84,42.493726773121196,1.4762538439137187,0,-19.217288592584445,25.942515303634,-30.121881108316572,-27.020337299575147,32.797179617739594,38.091388877870116,-6.373479972029868,-17.46399002455974,-2.1558109991846,20.88470643351909,22.421701694348844
84,85,42.49372677314526,1.476253843937784,0,-19.217288592584445,25.942515303634,-30.121881108316572,-27.020337299575147,32.797179607739594,38.09138888787012,-6.373479972029868,-17.46399002455974,-2.1558109991846,20.88470643351909,22.421701694348844
85,86,42.49372677294314,1.476253843735671,0,-19.217288592584445,25.942515303634,-30.121881108316572,-27.020337299575147,32.797179607739594,38.091388877870116,-6.373479962029868,-17.46399002455974,-2.1558109991846,20.88470643351909,22.421701694348844
86,87,42.49372677289273,1.4762538436852597,0,-19.217288592584445,25.942515303634,-30.121881108316572,-27.020337299575147,32.797179607739594,38.091388877870116,-6.373479972029868,-17.46399001455974,-2.1558109991846,20.88470643351909,22.421701694348844
87,88,42.49372677296232,1.4762538437548425,0,-19.217288592584445,25.942515303634,-30.121881108316572,-27.020337299575147,32.797179607739594,38.091388877870116,-6.373479972029868,-17.46399002455974,-2.1558109891846002,20.88470643351909,22.421701694348844
88,89,42.493726773067046,1.4762538438595718,0,-19.217288592584445,25.942515303634,-30.121881108316572,-27.020337299575147,32.797179607739594,38.091388877870116,-6.373479972029868,-17.46399002455974,-2.1558109991846,20.88470644351909,22.421701694348844
89,90,42.49372677307403,1.4762538438665582,0,-19.217288592584445,25.942515303634,-30.121881108316572,-27.020337299575147,32.797179607739594,38.091388877870116,-6.373479972029868,-17.46399002455974,-2.1558109991846,20.88470643351909,22.421701704348845
90,91,96.99663030055352,0.0714044369226414,0,-1.319359962246006,-6.854512874807551,-0.40324821271458644,-4.174481317124515,-6.96348594561515,-9.287232275408208,3.6381704923894147,0.6656364762229665,-5.608726439931576,-4.820909537550046,-6.689125821891755
91,92,96.99663030054754,0.0714044369166443,0,-1.319359952246006,-6.854512874807551,-0.40324821271458644,-4.174481317124515,-6.96348594561515,-9.287232275408208,3.6381704923894147,0.6656364762229665,-5.608726439931576,-4.820909537550046,-6.689125821891755
92,93,96.99663030052238,0.07140443689148454,0,-1.319359962246006,-6.854512864807551,-0.40324821271458644,-4.174481317124515,-6.96348594561515,-9.287232275408208,3.6381704923894147,0.6656364762229665,-5.608726439931576,-4.820909537550046,-6.689125821891755
93,94,96.9966303005517,0.07140443692080845,0,-1.319359962246006,-6.854512874807551,-0.40324820271458645,-4.174481317124515,-6.96348594561515,-9.287232275408208,3.6381704923894147,0.6656364762229665,-5.608726439931576,-4.820909537550046,-6.689125821891755
94,95,96.99663030053456,0.07140443690366645,0,-1.319359962246006,-6.854512874807551,-0.40324821271458644,-4.174481307124515,-6.96348594561515,-9.287232275408208,3.6381704923894147,0.6656364762229665,-5.608726439931576,-4.820909537550046,-6.689125821891755
95,96,96.99663030052189,0.07140443689098919,0,-1.319359962246006,-6.854512874807551,-0.40324821271458644,-4.174481317124515,-6.96348593561515,-9.287232275408208,3.6381704923894147,0.6656364762229665,-5.608726439931576,-4.820909537550046,-6.689125821891755
96,97,96.99663030051131,0.07140443688042672,0,-1.319359962246006,-6.854512874807551,-0.40324821271458644,-4.174481317124515,-6.96348594561515,-9.287232265408207,3.6381704923894147,0.6656364762229665,-5.608726439931576,-4.820909537550046,-6.689125821891755
97,98,96.99663030057008,0.07140443693917856,0,-1.319359962246006,-6.854512874807551,-0.40324821271458644,-4.174481317124515,-6.96348594561515,-9.287232275408208,3.6381705023894146,0.6656364762229665,-5.608726439931576,-4.820909537550046,-6.689125821891755
98,99,96.99663030055656,0.07140443692566703,0,-1.319359962246006,-6.854512874807551,-0.40324821271458644,-4.174481317124515,-6.96348594561515,-9.287232275408208,3.6381704923894147,0.6656364862229666,-5.608726439931576,-4.820909537550046,-6.689125821891755
99,100,96.99663030052804,0.07140443689714718,0,-1.319359962246006,-6.854512874807551,-0.40324821271458644,-4.174481317124515,-6.96348594561515,-9.287232275408208,3.6381704923894147,0.6656364762229665,-5.608726429931576,-4.820909537550046,-6.689125821891755
100,101,96.99663030053162,0.0714044369007282,0,-1.319359962246006,-6.854512874807551,-0.40324821271458644,-4.174481317124515,-6.96348594561515,-9.287232275408208,3.6381704923894147,0.6656364762229665,-5.608726439931576,-4.820909527550046,-6.689125821891755
101,102,96.99663030052314,0.07140443689223626,0,-1.319359962246006,-6.854512874807551,-0.40324821271458644,-4.174481317124515,-6.96348594561515,-9.287232275408208,3.6381704923894147,0.6656364762229665,-5.608726439931576,-4.820909537550046,-6.689125811891755
102,103,36.673933242364434,1.442969380513023,0,-19.03863115674314,25.615134796168842,-29.825229196271433,-26.792289566581857,32.400287950508094,37.61845465493477,-6.273543502427422,-17.283019776533383,-2.1902780613548574,20.628112526427078,22.13111690620447
103,104,36.673933242277876,1.4429693804264834,0,-19.03863114674314,25.615134796168842,-29.825229196271433,-26.792289566581857,32.400287950508094,37.61845465493477,-6.273543502427422,-17.283019776533383,-2.1902780613548574,20.628112526427078,22.13111690620447
104,105,36.67393324248086,1.4429693806294555,0,-19.03863115674314,25.615134806168843,-29.825229196271433,-26.792289566581857,32.400287950508094,37.61845465493477,-6.273543502427422,-17.283019776533383,-2.1902780613548574,20.628112526427078,22.13111690620447
105,106,36.673933242228856,1.4429693803774533,0,-19.03863115674314,25.615134796168842,-29.825229186271432,-26.792289566581857,32.400287950508094,37.61845465493477,-6.273543502427422,-17.283019776533383,-2.1902780613548574,20.628112526427078,22.13111690620447
106,107,36.67393324224263,1.4429693803912396,0,-19.03863115674314,25.615134796168842,-29.825229196271433,-26.792289556581856,32.400287950508094,37.61845465493477,-6.273543502427422,-17.283019776533383,-2.1902780613548574,20.628112526427078,22.13111690620447
107,108,36.673933242511694,1.4429693806602972,0,-19.03863115674314,25.615134796168842,-29.825229196271433,-26.792289566581857,32.400287960508095,37.61845465493477,-6.273543502427422,-17.283019776533383,-2.1902780613548574,20.628112526427078,22.13111690620447
108,109,36.67393324253542,1.4429693806840158,0,-19.03863115674314,25.615134796168842,-29.825229196271433,-26.792289566581857,32.400287950508094,37.618454664934774,-6.273543502427422,-17.283019776533383,-2.1902780613548574,20.628112526427078,22.13111690620447
109,110,36.673933242335906,1.4429693804845065,0,-19.03863115674314,25.615134796168842,-29.825229196271433,-26.792289566581857,32.400287950508094,37.61845465493477,-6.2735434924274225,-17.283019776533383,-2.1902780613548574,20.628112526427078,22.13111690620447
110,111,36.67393324228587,1.4429693804344632,0,-19.03863115674314,25.615134796168842,-29.825229196271433,-26.792289566581857,32.400287950508094,37.61845465493477,-6.273543502427422,-17.283019766533382,-2.1902780613548574,20.628112526427078,22.13111690620447
111,112,36.673933242354465,1.4429693805030666,0,-19.03863115674314,25.615134796168842,-29.825229196271433,-26.792289566581857,32.400287950508094,37.61845465493477,-6.273543502427422,-17.283019776533383,-2.1902780513548574,20.628112526427078,22.13111690620447
112,113,36.67393324245818,1.442969380606787,0,-19.03863115674314,25.615134796168842,-29.825229196271433,-26.792289566581857,32.400287950508094,37.61845465493477,-6.273543502427422,-17.283019776533383,-2.1902780613548574,20.62811253642708,22.13111690620447
113,114,36.67393324246502,1.4429693806136188,0,-19.03863115674314,25.615134796168842,-29.825229196271433,-26.792289566581857,32.400287950508094,37.61845465493477,-6.273543502427422,-17.283019776533383,-2.1902780613548574,20.628112526427078,22.13111691620447
114,115,36.67345735930914,1.442937873909692,0,-19.038461048662047,25.61482308191161,-29.824946740143744,-26.79207243169422,32.39991005144168,37.61800435219329,-6.2734483482515255,-17.28284746631589,-2.1903108790530355,20.62786821139507,22.130840226868546
