,N2(T),N(T),H(T),NH3(T),NH2(T),NH(T),N2(S),N(S),H(S),NH3(S),NH2(S),NH(S),TS4_N2(T),TS4_N2(S),loss
0,-2.287684315815568,-2.155333710834384,-3.712627924978733,1.9100888352841139,-0.46432215720415115,-0.38110431283712387,-3.2948784343898296,-0.5548039823770523,4.604598321020603,2.00737533159554,2.8973878547549248,0.6597522925585508,4.092281619086862,1.0157683957368135,0.061446976628247184
1,2.7430017944425344,-2.155333710834384,-3.712627924978733,1.9100888352841139,-0.46432215720415115,-0.38110431283712387,-3.2948784343898296,-0.5548039823770523,4.604598321020603,2.00737533159554,2.8973878547549248,0.6597522925585508,4.092281619086862,1.0157683957368135,0.06144697662942348
2,-2.287684315815568,3.716178135946393,-3.712627924978733,1.9100888352841139,-0.46432215720415115,-0.38110431283712387,-3.2948784343898296,-0.5548039823770523,4.604598321020603,2.00737533159554,2.8973878547549248,0.6597522925585508,4.092281619086862,1.0157683957368135,0.0614469766286968
3,-2.287684315815568,-2.155333710834384,-0.7237160485237837,1.9100888352841139,-0.46432215720415115,-0.38110431283712387,-3.2948784343898296,-0.5548039823770523,4.604598321020603,2.00737533159554,2.8973878547549248,0.6597522925585508,4.092281619086862,1.0157683957368135,0.06144697662942348
4,-2.287684315815568,-2.155333710834384,-3.712627924978733,2.2846317756921053,-0.46432215720415115,-0.38110431283712387,-3.2948784343898296,-0.5548039823770523,4.604598321020603,2.00737533159554,2.8973878547549248,0.6597522925585508,4.092281619086862,1.0157683957368135,0.06144697663233016
5,-2.287684315815568,-2.155333710834384,-3.712627924978733,1.9100888352841139,2.792608067393303,-0.38110431283712387,-3.2948784343898296,-0.5548039823770523,4.604598321020603,2.00737533159554,2.8973878547549248,0.6597522925585508,4.092281619086862,1.0157683957368135,0.06144697662490657
6,-2.287684315815568,-2.155333710834384,-3.712627924978733,1.9100888352841139,-0.46432215720415115,-4.002711893990636,-3.2948784343898296,-0.5548039823770523,4.604598321020603,2.00737533159554,2.8973878547549248,0.6597522925585508,4.092281619086862,1.0157683957368135,0.06144697662940277
7,-2.287684315815568,-2.155333710834384,-3.712627924978733,1.9100888352841139,-0.46432215720415115,-0.38110431283712387,-0.6928552221506834,-0.5548039823770523,4.604598321020603,2.00737533159554,2.8973878547549248,0.6597522925585508,4.092281619086862,1.0157683957368135,0.06144697385197826
8,-2.287684315815568,-2.155333710834384,-3.712627924978733,1.9100888352841139,-0.46432215720415115,-0.38110431283712387,-3.2948784343898296,3.963367184624076,4.604598321020603,2.00737533159554,2.8973878547549248,0.6597522925585508,4.092281619086862,1.0157683957368135,0.0347668226405034
9,-2.287684315815568,-2.155333710834384,-3.712627924978733,1.9100888352841139,-0.46432215720415115,-0.38110431283712387,-3.2948784343898296,-0.5548039823770523,2.2428922075778246,2.00737533159554,2.8973878547549248,0.6597522925585508,4.092281619086862,1.0157683957368135,0.063503476070199
10,-2.287684315815568,-2.155333710834384,-3.712627924978733,1.9100888352841139,-0.46432215720415115,-0.38110431283712387,-3.2948784343898296,-0.5548039823770523,4.604598321020603,0.7097694929689169,2.8973878547549248,0.6597522925585508,4.092281619086862,1.0157683957368135,0.0614472405685312
11,-2.287684315815568,-2.155333710834384,-3.712627924978733,1.9100888352841139,-0.46432215720415115,-0.38110431283712387,-3.2948784343898296,-0.5548039823770523,4.604598321020603,2.00737533159554,-4.294910319149494,0.6597522925585508,4.092281619086862,1.0157683957368135,0.06631919562233654
12,-2.287684315815568,-2.155333710834384,-3.712627924978733,1.9100888352841139,-0.46432215720415115,-0.38110431283712387,-3.2948784343898296,-0.5548039823770523,4.604598321020603,2.00737533159554,2.8973878547549248,2.1475078258663416,4.092281619086862,1.0157683957368135,0.061102167306947765
13,-2.287684315815568,-2.155333710834384,-3.712627924978733,1.9100888352841139,-0.46432215720415115,-0.38110431283712387,-3.2948784343898296,-0.5548039823770523,4.604598321020603,2.00737533159554,2.8973878547549248,0.6597522925585508,-1.7911071795970201,1.0157683957368135,0.061446976629337194
14,-2.287684315815568,-2.155333710834384,-3.712627924978733,1.9100888352841139,-0.46432215720415115,-0.38110431283712387,-3.2948784343898296,-0.5548039823770523,4.604598321020603,2.00737533159554,2.8973878547549248,0.6597522925585508,4.092281619086862,-3.5826024133712053,0.04350828069315786
15,-2.287684315815568,3.716178135946393,-0.7237160485237837,2.2846317756921053,2.792608067393303,-4.002711893990636,-0.6928552221506834,3.963367184624076,2.2428922075778246,0.7097694929689169,-4.294910319149494,2.1475078258663416,-1.7911071795970201,-3.5826024133712053,0.039982620869680026
16,2.7430017944425344,-2.155333710834384,-0.7237160485237837,2.2846317756921053,2.792608067393303,-4.002711893990636,-0.6928552221506834,3.963367184624076,2.2428922075778246,0.7097694929689169,-4.294910319149494,2.1475078258663416,-1.7911071795970201,-3.5826024133712053,0.039982620869680026
17,2.7430017944425344,3.716178135946393,-3.712627924978733,2.2846317756921053,2.792608067393303,-4.002711893990636,-0.6928552221506834,3.963367184624076,2.2428922075778246,0.7097694929689169,-4.294910319149494,2.1475078258663416,-1.7911071795970201,-3.5826024133712053,0.039982620869680026
18,2.7430017944425344,3.716178135946393,-0.7237160485237837,1.9100888352841139,2.792608067393303,-4.002711893990636,-0.6928552221506834,3.963367184624076,2.2428922075778246,0.7097694929689169,-4.294910319149494,2.1475078258663416,-1.7911071795970201,-3.5826024133712053,0.03998262086889561
19,2.7430017944425344,3.716178135946393,-0.7237160485237837,2.2846317756921053,-0.46432215720415115,-4.002711893990636,-0.6928552221506834,3.963367184624076,2.2428922075778246,0.7097694929689169,-4.294910319149494,2.1475078258663416,-1.7911071795970201,-3.5826024133712053,0.039982620869680026
20,2.7430017944425344,3.716178135946393,-0.7237160485237837,2.2846317756921053,2.792608067393303,-0.38110431283712387,-0.6928552221506834,3.963367184624076,2.2428922075778246,0.7097694929689169,-4.294910319149494,2.1475078258663416,-1.7911071795970201,-3.5826024133712053,0.039982620869680026
21,2.7430017944425344,3.716178135946393,-0.7237160485237837,2.2846317756921053,2.792608067393303,-4.002711893990636,-3.2948784343898296,3.963367184624076,2.2428922075778246,0.7097694929689169,-4.294910319149494,2.1475078258663416,-1.7911071795970201,-3.5826024133712053,0.03998255715594816
22,2.7430017944425344,3.716178135946393,-0.7237160485237837,2.2846317756921053,2.792608067393303,-4.002711893990636,-0.6928552221506834,-0.5548039823770523,2.2428922075778246,0.7097694929689169,-4.294910319149494,2.1475078258663416,-1.7911071795970201,-3.5826024133712053,0.054701650688827985
23,2.7430017944425344,3.716178135946393,-0.7237160485237837,2.2846317756921053,2.792608067393303,-4.002711893990636,-0.6928552221506834,3.963367184624076,4.604598321020603,0.7097694929689169,-4.294910319149494,2.1475078258663416,-1.7911071795970201,-3.5826024133712053,0.0341222802463622
24,2.7430017944425344,3.716178135946393,-0.7237160485237837,2.2846317756921053,2.792608067393303,-4.002711893990636,-0.6928552221506834,3.963367184624076,2.2428922075778246,2.00737533159554,-4.294910319149494,2.1475078258663416,-1.7911071795970201,-3.5826024133712053,0.03998942332925963
25,2.7430017944425344,3.716178135946393,-0.7237160485237837,2.2846317756921053,2.792608067393303,-4.002711893990636,-0.6928552221506834,3.963367184624076,2.2428922075778246,0.7097694929689169,2.8973878547549248,2.1475078258663416,-1.7911071795970201,-3.5826024133712053,0.020465918220781358
26,2.7430017944425344,3.716178135946393,-0.7237160485237837,2.2846317756921053,2.792608067393303,-4.002711893990636,-0.6928552221506834,3.963367184624076,2.2428922075778246,0.7097694929689169,-4.294910319149494,0.6597522925585508,-1.7911071795970201,-3.5826024133712053,0.03765151707611854
27,2.7430017944425344,3.716178135946393,-0.7237160485237837,2.2846317756921053,2.792608067393303,-4.002711893990636,-0.6928552221506834,3.963367184624076,2.2428922075778246,0.7097694929689169,-4.294910319149494,2.1475078258663416,4.092281619086862,-3.5826024133712053,0.039982620869680026
28,2.7430017944425344,3.716178135946393,-0.7237160485237837,2.2846317756921053,2.792608067393303,-4.002711893990636,-0.6928552221506834,3.963367184624076,2.2428922075778246,0.7097694929689169,-4.294910319149494,2.1475078258663416,-1.7911071795970201,1.0157683957368135,0.05265406986074082
29,2.7430017944425344,3.716178135946393,-0.7237160485237837,2.2846317756921053,2.792608067393303,-4.002711893990636,-0.6928552221506834,3.963367184624076,2.2428922075778246,0.7097694929689169,-4.294910319149494,2.1475078258663416,-1.7911071795970201,-3.5826024133712053,0.039982620869680026
30,1.1233367025852203,3.924193289130926,4.498885087668896,-2.579390024766326,3.7536028772592545,2.748925257474184,1.9531816616654396,1.2108343373984098,-2.6909837033599615,-4.664797093719244,-2.2942332457751036,-4.4844582956284285,-2.3166696913540363,-1.4764196518808603,0.05731049530200142
31,-2.2239634674042463,3.924193289130926,4.498885087668896,-2.579390024766326,3.7536028772592545,2.748925257474184,1.9531816616654396,1.2108343373984098,-2.6909837033599615,-4.664797093719244,-2.2942332457751036,-4.4844582956284285,-2.3166696913540363,-1.4764196518808603,0.05731049530200142
32,1.1233367025852203,-3.8582071010023355,4.498885087668896,-2.579390024766326,3.7536028772592545,2.748925257474184,1.9531816616654396,1.2108343373984098,-2.6909837033599615,-4.664797093719244,-2.2942332457751036,-4.4844582956284285,-2.3166696913540363,-1.4764196518808603,0.05731049530200142
33,1.1233367025852203,3.924193289130926,2.519281730055809,-2.579390024766326,3.7536028772592545,2.748925257474184,1.9531816616654396,1.2108343373984098,-2.6909837033599615,-4.664797093719244,-2.2942332457751036,-4.4844582956284285,-2.3166696913540363,-1.4764196518808603,0.05731049530571323
34,1.1233367025852203,3.924193289130926,4.498885087668896,-1.4254349190741777,3.7536028772592545,2.748925257474184,1.9531816616654396,1.2108343373984098,-2.6909837033599615,-4.664797093719244,-2.2942332457751036,-4.4844582956284285,-2.3166696913540363,-1.4764196518808603,0.05731049530200142
35,1.1233367025852203,3.924193289130926,4.498885087668896,-2.579390024766326,-2.2169432789087296,2.748925257474184,1.9531816616654396,1.2108343373984098,-2.6909837033599615,-4.664797093719244,-2.2942332457751036,-4.4844582956284285,-2.3166696913540363,-1.4764196518808603,0.05731049530200142
36,1.1233367025852203,3.924193289130926,4.498885087668896,-2.579390024766326,3.7536028772592545,3.094923859462142,1.9531816616654396,1.2108343373984098,-2.6909837033599615,-4.664797093719244,-2.2942332457751036,-4.4844582956284285,-2.3166696913540363,-1.4764196518808603,0.05731049530200142
37,1.1233367025852203,3.924193289130926,4.498885087668896,-2.579390024766326,3.7536028772592545,2.748925257474184,2.468655714765191,1.2108343373984098,-2.6909837033599615,-4.664797093719244,-2.2942332457751036,-4.4844582956284285,-2.3166696913540363,-1.4764196518808603,0.05731049702858261
38,1.1233367025852203,3.924193289130926,4.498885087668896,-2.579390024766326,3.7536028772592545,2.748925257474184,1.9531816616654396,-3.7323479168117046,-2.6909837033599615,-4.664797093719244,-2.2942332457751036,-4.4844582956284285,-2.3166696913540363,-1.4764196518808603,0.0771893379504246
