t(s),Temperature,Pressure,Density,Mass,Volume,IntEnergy,mdot_in,mdot_out,mdot_surf,mdot
0.00000000e+00,4.63150000e+02,1.51987500e+05,1.72595603e+00,3.45191206e-06,2.00000000e-06,-1.98230218e+07,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,
