run_no,time(s),Temperature(K),Pressure(atm),y_C2H6,y_C2H4,y_CH4,y_H2,y_CO2,y_CO,y_H2O
run_1,2.0,848.0,1.0,0.0004299365260613519,4.145637597738064e-05,5.7214195922534806e-05,0.0004703614008671991,0.0004575121228510858,4.248787714891417e-05,4.248787714891417e-05
run_1,3.0,848.0,1.0,0.0004019560118211289,5.7148063800372634e-05,8.179184875699686e-05,0.00045530779526386974,0.0004390556558419955,6.094434415800451e-05,6.094434415800451e-05
run_1,4.0,848.0,1.0,0.0003776640885548466,7.027744782540938e-05,0.00010411692723948787,0.00044075691559168086,0.00042253793138601536,7.746206861398461e-05,7.746206861398461e-05
run_1,5.0,848.0,1.0,0.00035655223544205105,8.122875729272232e-05,0.00012443801453045308,0.0004269082040752624,0.0004078984540477666,9.210154595223338e-05,9.210154595223338e-05
run_1,6.0,848.0,1.0,0.00033796556390613904,9.049413577893954e-05,0.00014308060062984265,0.00041399528936131763,0.0003950414538972993,0.00010495854610270065,0.00010495854610270065
run_1,7.0,848.0,1.0,0.0003218059762687024,9.813633432858043e-05,0.0001601153788054342,0.0004019444275361441,0.00038386578261028067,0.00011613421738971929,0.00011613421738971929
run_1,8.0,848.0,1.0,0.0003074566951673372,0.000104607891401541,0.00017587082686224348,0.0003908669485045146,0.00037419447053409525,0.00012580552946590465,0.00012580552946590465
run_1,9.0,848.0,1.0,0.00029437891651262315,0.00011030354497243867,0.00019063507702987616,0.0003808578756566435,0.00036587186919914287,0.00013412813080085708,0.00013412813080085708
run_1,10.0,848.0,1.0,0.0002825514226867437,0.00011521559459487537,0.00020446596543676168,0.00037172014984354347,0.0003587375379670488,0.00014126246203295111,0.00014126246203295111
run_2,0.0,861.0,1.0,0.0005,0.0,0.0,0.0005,0.0005,0.0,0.0
run_2,1.0,861.0,1.0,0.00045233196264614047,2.8975205444186314e-05,3.738566381934656e-05,0.0004847291262390502,0.0004744467527045371,2.5553247295462968e-05,2.5553247295462968e-05
run_2,2.0,861.0,1.0,0.00041157376938654936,5.306357614610121e-05,7.072530893469896e-05,0.000468857949141804,0.0004511570274630522,4.884297253694788e-05,4.884297253694788e-05
run_2,3.0,861.0,1.0,0.0003773827094206014,7.255515723283068e-05,0.00010012426669313594,0.00045286713352157436,0.0004303741096353116,6.962589036468846e-05,6.962589036468846e-05
run_2,4.0,861.0,1.0,0.0003486468314030749,8.82907374854278e-05,0.00012612486222299464,0.00043735266083156553,0.00041212435445763505,8.787564554236499e-05,8.787564554236499e-05
run_2,5.0,861.0,1.0,0.00032371394746146534,0.00010148451703674808,0.0001496030710035731,0.00042289531582493067,0.0003962123342899691,0.00010378766571003094,0.00010378766571003094
run_2,6.0,861.0,1.0,0.00030273261484520405,0.00011201930488269404,0.00017049616054420381,0.0004093573339849309,0.00038258610937433877,0.00011741389062566123,0.00011741389062566123
run_2,7.0,861.0,1.0,0.0002846486051798614,0.00012065313619708152,0.00018939651724611415,0.00039693101583382134,0.00037097613825979686,0.00012902386174020312,0.00012902386174020312
run_2,8.0,861.0,1.0,0.0002685762580507949,0.00012802345087775365,0.00020680058214290293,0.0003857842162158719,0.0003611610564095697,0.00013883894359043033,0.00013883894359043033
run_2,9.0,861.0,1.0,0.00025440831003090993,0.0001341856429779138,0.0002228120939823525,0.00037570317459261664,0.0003529235786058791,0.00014707642139412093,0.00014707642139412093
run_2,10.0,861.0,1.0,0.00024182559351611222,0.00013935171931304984,0.00023764537434167588,0.0003665717480886537,0.0003460427159464418,0.00015395728405355827,0.00015395728405355827
run_3,0.0,873.0,1.0,0.0005,0.0,0.0,0.0005,0.0005,0.0,0.0
run_3,1.0,873.0,1.0,0.0004408459170541037,3.638211409483862e-05,4.554393770211542e-05,0.00048451762145448147,0.0004709074762107007,2.9092523789299354e-05,2.9092523789299354e-05
run_3,2.0,873.0,1.0,0.000391625264995925,6.580685248171632e-05,8.513576504471752e-05,0.00046792911034222327,0.0004446901403828658,5.530985961713429e-05,5.530985961713429e-05
run_3,3.0,873.0,1.0,0.00035129401469951313,8.908232318801906e-05,0.0001192473242249357,0.0004511171464295916,0.0004216584853540405,7.834151464595961e-05,7.834151464595961e-05
