,ST,S1
EDH_prefactor,3.215759095621786e-05,0.0005460126955320059
EDH_Ea,0.00016560465707399444,0.0013129409402633401
Hyd_prefactor,0.4159961796054262,-0.11370997403164028
Hyd_Ea,1.00380319821279,0.5580347658776854
RWGS_prefactor,0.008877266837963495,-0.0025080026482737607
RWGS_Ea,0.08313421798932802,0.07790276517258313
