,Run No,Loss,Repeat,a,b
0,1,431.91724623119484,0,1.1307889403715787,115.57670246196727
1,2,432.1313232006741,0,1.1873283873901577,115.57670246196727
2,3,591.9767756412532,0,1.1307889403715787,121.35553758506565
3,4,272.07195542442986,0,1.1873283873901577,109.7978673388689
4,5,112.12197320423192,0,1.215598110899447,104.01903221577052
5,6,111.90538206022326,0,1.159058663880868,104.01903221577052
6,7,48.21038267772164,0,1.1449238021262231,98.24019709267213
7,8,368.0046826805096,0,1.2297329726540913,86.68252684647538
8,9,168.02592451791523,0,1.2049969645834633,93.90607075034836
9,10,231.936178652837,0,1.1555249484422068,108.3531585580943
10,11,68.03732750019041,0,1.192628960548149,97.51784270228484
11,12,228.362030905727,0,1.1219546517749253,91.73900757918645
12,13,27.00466821619416,0,1.1921872461183165,100.9490260566245
13,14,46.82709235283167,0,1.1444820876963906,101.67138044701181
14,15,122.03371958850965,0,1.191745531688484,104.3802094109642
15,16,5.667129425760635,0,1.1566292345167883,99.77520017224515
16,17,25.481464559321356,0,1.2043343929387142,99.05284578185785
17,18,58.12418098136184,0,1.168776381337186,97.8790198974785
18,19,5.744727448209263,0,1.186334529923034,100.18152451683801
19,20,25.548460326845134,0,1.138629371501108,100.9038789072253
20,21,12.731927164777328,0,1.1879081375793126,99.51560406319972
21,22,12.7979494049674,0,1.1550556268605097,100.44112062588344
22,23,6.364544171846256,0,1.179695009899612,99.74698320387066
23,24,6.430179661617143,0,1.1632687545402103,100.2097414852125
24,25,3.195809791330081,0,1.1755884460597614,99.86267277420612
25,26,14.526757838354925,0,1.1458831506535159,99.45634842961326
26,27,0.837837833179247,0,1.1762216851056544,100.00023049503181
27,28,3.2057323139393863,0,1.1951808966486275,100.08770309699278
28,29,1.0983931802356661,0,1.1855429811156677,100.00957736580588
29,30,4.796786057840737,0,1.1861762201615607,100.14713508663158
30,31,1.285727579004363,0,1.1782353895852111,99.93378835231249
31,32,2.8374243044691325,0,1.183529276636111,100.0760195085252
32,33,0.5592729235590738,0,1.1795588613479362,99.96934614136566
33,34,0.6919601514258751,0,1.170237565337923,99.9599992705916
34,35,1.4162350098176397,0,1.1735747415802047,99.92911491692544
35,36,0.5412743006165581,0,1.1755599492242919,99.98245160050521
36,37,0.7112918807650132,0,1.1848812452343052,99.99179847127928
37,38,0.5663721463377751,0,1.1738984853120185,99.96794907076352
38,39,0.5782026201029288,0,1.1812203252602096,99.98384867110735
39,40,0.531937857178654,0,1.1757289452990662,99.97192397084947
40,41,0.5504378028419936,0,1.1717300331754217,99.98502942998903
41,42,0.5240444339061744,0,1.1736872402185503,99.98110860783318
42,43,0.5388726976590245,0,1.1738562362933247,99.97058097817745
43,44,0.519568855692689,0,1.1742821645260664,99.97354863375938
44,45,0.5302436117204358,0,1.1722404594455502,99.98273327074307
45,46,0.5159794165591478,0,1.1731125809089291,99.98003094576968
46,47,0.5242396401368351,0,1.1737075052164452,99.97247097169587
47,48,0.5137594800359352,0,1.173692306468024,99.97894919879886
48,49,0.5584300718792982,0,1.1725227228508865,99.98543151080918
49,50,0.5108083772723794,0,1.1738423041072714,99.97651935302183
50,51,0.5137054443292858,0,1.1744220296663666,99.97543760605099
51,52,0.5229554976065487,0,1.174572027305614,99.97300776027396
52,53,0.5113289882586093,0,1.1739122366774215,99.97746383916763
53,54,0.511373788555343,0,1.1733325111183261,99.97854558613848
54,55,0.5107245073714378,0,1.1736048907553362,99.97776859111659
55,56,0.5098268515119678,0,1.1735349581851862,99.97682410497077
56,57,0.5093452812532479,0,1.1733463189390685,99.97650423787235
57,58,0.5091109787481797,0,1.1731089055871333,99.9777534759671
58,59,0.5089907327729303,0,1.1727422063270643,99.97837053743976
59,60,0.5066601526791347,0,1.1724836345107965,99.97710618419552
60,61,0.5050043929850437,0,1.1719230063885266,99.976774980735
61,62,0.5048680993109578,0,1.1713188937765224,99.97864128030241
62,63,0.5046185220924453,0,1.1703051811952494,99.97970980151746
63,64,0.49799852991984445,0,1.1694859812567118,99.9781142448127
64,65,0.49277686103412355,0,1.1678578687215353,99.97798609849917
65,66,0.4952678149762188,0,1.166240043528258,99.98092091928163
66,67,0.48125318236594655,0,1.163792731054544,99.97919721626334
67,68,0.4706672364873119,0,1.160536505984191,99.97894092363629
68,69,0.4799800837398904,0,1.1621543311774682,99.97600610285383
69,70,0.45833471639941126,0,1.154832968440124,99.97696092799094
70,71,0.44656179713338784,0,1.1483205182994185,99.97644834273683
71,72,0.43008329626373976,0,1.1467026931061413,99.97938316351929
72,73,0.40606135973461777,0,1.1389768740704778,99.98107169385202
73,74,0.3908873964984549,0,1.1267608863857053,99.97857911295256
74,75,0.3745745247082512,0,1.1098730765864624,99.97839820761067
75,76,0.3091617862609801,0,1.1005294323575217,99.98302155872585
76,77,0.24295133747280892,0,1.0766338893865735,99.98630816672039
77,78,0.3123879987161268,0,1.047530091902558,99.98363468047904
78,79,0.18715800615402897,0,1.0142909047026691,99.99154463958877
